,group,subj,date,time,sample_number,Cr,SG,Cr.plate.number,Cr.date,cp_dilution,cp_run,cp_assay_date,pg.ml_ucp,cp_batch,stdcr_CP,stdsg_CP,cp_note,month,year,sex,age,month.name,mum,bday,weaning,mid,neo_value,CV,neo_plate_number,neo_dilution,neo_date_assayed,neo_note,SG_corr_fac,neo_sg,month_name,pl,gmd,gm,r,n_agg_g,n_agg_r,n_obs
453,gn,dais,2015-11-18,2021-12-30 12:35:00,231,0.56,18.0,5.0,2016-11-01,5.0,7.0,11/23/16,1354.37,10.0,1645.57528,2015.650023,,11,2015,F,5.73032169746749,nov,daff,2010-02-21,1.98220397,2015-11-15,32.474,18.0,6.0,80.0,2018-01-26,,1.48896127397756,3868.20227289178,nov,0.0,0.0066666666666666,0.01,0.433333333333333,0,0,300
454,gn,dann,2015-11-18,2021-12-30 11:55:00,233,0.56,20.0,5.0,2016-11-01,5.0,7.0,11/23/16,4699.78,10.0,5710.287285,6295.030528,,11,2015,M,2.78439425051335,nov,daff,2013-02-01,1.552361396,2015-11-15,50.629,4.1,6.0,80.0,2018-01-26,,1.3400651465798,5427.69266449511,nov,0.02,0.02,0.0,0.416666666666667,0,5,300
455,twn,king,2015-11-18,2021-12-30 15:50:00,234,0.54,20.0,5.0,2016-11-01,5.0,7.0,11/23/16,1822.18,10.0,2295.968747,2440.684187,,11,2015,M,4.03559206023272,nov,kipp,2011-11-02,2.045174538,2015-11-15,3.141,20.2,11.0,40.0,2018-04-27,,1.3400651465798,168.365785016287,nov,0.1,0.0,0.0,0.39,1,2,300
456,gn,pira,2015-11-23,2021-12-30 10:54:00,244,0.74,19.0,5.0,2016-11-01,5.0,7.0,11/23/16,1606.9,10.0,1477.493529,2265.61211,,11,2015,M,4.79945242984257,nov,pinc,2011-01-27,1.35797399,2015-11-15,43.206,0.1,6.0,80.0,2018-01-26,,1.41059489113664,4875.69302931596,nov,0.01,0.0,0.0,0.49,2,2,300
457,gn,stre,2015-11-24,2021-12-30 09:35:00,251,0.5,15.0,5.0,2016-11-01,5.0,7.0,11/23/16,23587.3,10.0,32097.90467,42124.74444,,11,2015,F,6.69952087611225,nov,sput,2009-03-04,3.06091718,2015-11-15,4.264,7.3,6.0,80.0,2018-01-26,,1.78675352877307,609.497363735071,nov,0.0,0.01,0.0733333333333333,0.323333333333333,0,0,300
458,gn,mayh,2015-11-24,2021-12-30 09:20:00,252,0.56,15.0,5.0,2016-11-01,5.0,7.0,11/23/16,15698.8,10.0,19074.22433,28036.6103,,11,2015,F,5.67282683093771,nov,mixu,2010-03-14,2.214921287,2015-11-15,8.723,10.3,4.0,40.0,2018-01-25,,1.78675352877307,623.434041259501,nov,0.0,0.1,0.04,0.283333333333333,0,0,300
459,twn,davi,2015-11-25,2021-12-30 14:28:00,254,0.76,11.0,5.0,2016-11-01,5.0,7.0,11/23/16,6940.01,10.0,6213.194661,16901.20691,,11,2015,F,2.18206707734428,nov,didg,2013-09-09,1.349760438,2015-11-15,6.182,20.5,11.0,40.0,2018-04-27,,2.43648208469055,602.49328990228,nov,0.0,0.04,0.03,0.353333333333333,2,1,300
460,twn,ruki,2015-11-25,2021-12-30 16:45:00,255,0.58,12.0,5.0,2016-11-01,5.0,7.0,11/23/16,733.765,10.0,860.7904801,1638.04585,,11,2015,M,4.73100616016427,nov,rave,2011-02-21,2.770704997,2015-11-15,6.076,7.7,11.0,40.0,2018-04-27,,2.23344191096634,542.81572204126,nov,0.0633333333333333,0.0,0.0033333333333333,0.37,3,6,300
461,twn,amos,2015-11-25,2021-12-30 15:00:00,257,0.98,21.0,5.0,2016-11-01,5.0,8.0,11/23/16,7593.97,11.0,5272.435285,9687.236218,,11,2015,M,5.74401095140315,nov,ambe,2010-02-16,2.650239562,2015-11-15,9.283,3.1,11.0,40.0,2018-04-27,,1.27625252055219,473.898085931441,nov,0.0133333333333333,0.0366666666666667,0.0166666666666667,0.373333333333333,0,3,300
462,twn,ruki,2015-12-03,2021-12-30 11:25:00,270,0.36,11.0,5.0,2016-11-01,5.0,8.0,11/23/16,922.434,11.0,1743.416925,2246.430177,,12,2015,M,4.81314168377823,dec,rave,2011-02-21,2.770704997,2015-12-15,4.212,8.5,11.0,40.0,2018-04-27,,2.43648208469055,410.498501628664,dec,0.0866666666666667,0.0266666666666667,0.0,0.316666666666667,0,0,300
463,tws,atom,2015-12-03,2021-12-30 09:18:00,271,0.48,11.0,5.0,2016-11-01,5.0,8.0,11/23/16,1471.41,11.0,2085.743613,3583.367295,,12,2015,F,6.81177275838467,dec,arte,2009-02-21,2.795345654,2015-12-15,,,,,,,2.43648208469055,,dec,0.0066666666666666,0.0033333333333333,0.0,0.31,1,11,300
464,gn,ropa,2015-12-04,2021-12-30 11:27:00,273,0.5,20.0,5.0,2016-11-01,5.0,8.0,11/23/16,3195.04,11.0,4347.851993,4279.535285,,12,2015,M,5.98494182067077,dec,robe,2009-12-20,3.529089665,2015-12-15,6.128,8.8,4.0,40.0,2018-01-25,,1.3400651465798,328.476768729642,dec,0.02,0.0233333333333333,0.05,0.473333333333333,1,0,300
465,gn,dann,2015-12-04,2021-12-30 12:36:00,276,0.36,17.0,5.0,2016-11-01,5.0,8.0,11/23/16,1209.38,11.0,2285.75005,1905.742276,,12,2015,M,2.86652977412731,dec,daff,2013-02-01,1.552361396,2015-12-15,6.422,16.7,4.0,40.0,2018-01-25,,1.57654723127036,404.98345276873,dec,0.06875,0.0,0.0,0.3375,0,6,160
466,tws,bong,2015-12-04,2021-12-30 15:15:00,278,0.64,17.0,6.0,2016-11-02,5.0,8.0,11/23/16,2496.15,11.0,2653.744836,3933.435796,,12,2015,M,2.61464750171116,dec,bonn,2013-05-04,1.971252567,2015-12-15,17.531,2.1,18.0,40.0,2018-05-15,,1.57654723127036,1105.53798045603,dec,0.03,0.0,0.0,0.296666666666667,1,0,300
467,twn,davi,2015-12-04,2021-12-30 16:00:00,280,0.56,18.0,6.0,2016-11-02,5.0,8.0,11/23/16,3071.21,11.0,3731.55582,4570.748397,,12,2015,F,2.26420260095825,dec,didg,2013-09-09,1.349760438,2015-12-15,14.142,5.1,18.0,40.0,2018-05-15,,1.48896127397756,842.275613463627,dec,0.0033333333333333,0.0266666666666667,0.02,0.396666666666667,1,0,300
468,twn,kabu,2015-12-04,2021-12-30 14:20:00,281,0.46,18.0,6.0,2016-11-02,5.0,8.0,11/23/16,1669.59,11.0,2469.564989,2484.778252,,12,2015,F,2.65845311430527,dec,kayl,2013-04-18,1.604380561,2015-12-15,5.447,14.9,18.0,20.0,2018-05-15,,1.48896127397756,162.207441187115,dec,0.0,0.0133333333333333,0.0066666666666666,0.373333333333333,0,0,300
469,twn,onyx,2015-12-04,2021-12-30 15:56:00,282,0.44,18.0,6.0,2016-11-02,5.0,8.0,11/23/16,1322.03,11.0,2044.35866,1967.519806,,12,2015,M,2.84188911704312,dec,opal,2013-02-10,1.631759069,2015-12-15,3.196,3.7,12.0,40.0,2018-05-07,,1.48896127397756,190.348809265291,dec,0.09,0.01,0.0066666666666666,0.37,0,1,300
470,twn,allo,2015-12-07,2021-12-30 11:30:00,283,0.46,14.0,6.0,2016-11-02,5.0,8.0,11/23/16,3550.04,11.0,5251.022404,6792.904646,,12,2015,M,2.68309377138946,dec,ambe,2013-04-09,3.394934976,2015-12-15,6.101,1.0,12.0,40.0,2018-05-07,,1.91437878082829,467.184997673336,dec,0.0133333333333333,0.06,0.0,0.296666666666667,0,0,300
471,tws,brav,2015-12-07,2021-12-30 09:07:00,287,0.54,16.0,6.0,2016-11-02,5.0,8.0,11/23/16,1929.55,11.0,2431.256241,3230.623603,,12,2015,M,2.71868583162218,dec,bow,2013-03-27,3.370294319,2015-12-15,5.613,8.5,12.0,40.0,2018-05-07,,1.67508143322476,376.089283387622,dec,0.079734219269103,0.0033222591362126,0.0033222591362126,0.352159468438538,0,0,301
472,twn,davi,2015-12-18,2021-12-30 10:30:00,291,0.46,17.0,6.0,2016-11-02,5.0,8.0,11/23/16,2652.82,11.0,3923.904309,4180.316547,,12,2015,F,2.26420260095825,dec,didg,2013-09-09,1.349760438,2015-12-15,11.772,2.5,19.0,20.0,2018-05-16,,1.57654723127036,371.182280130293,dec,0.0033333333333333,0.0266666666666667,0.02,0.396666666666667,1,0,300
473,tws,boyd,2015-12-18,2021-12-30 09:57:00,296,0.5,14.0,6.0,2016-11-02,5.0,8.0,11/23/16,1766.82,11.0,2404.311639,3380.761847,,12,2015,F,3.69609856262834,dec,buai,2012-04-04,2.740588638,2015-12-15,4.048,7.0,12.0,40.0,2018-05-07,,1.91437878082829,309.976212191717,dec,0.0233333333333333,0.0133333333333333,0.0133333333333333,0.44,1,0,300
474,twn,amos,2015-12-19,2021-12-30 09:18:00,299,0.42,11.0,6.0,2016-11-02,5.0,8.0,11/23/16,1566.58,11.0,2537.88386,3815.137546,,12,2015,M,5.82614647501711,dec,ambe,2010-02-16,2.650239562,2015-12-15,4.369,15.5,12.0,40.0,2018-05-07,,2.43648208469055,425.799609120521,dec,0.110367892976589,0.0,0.0133779264214047,0.301003344481605,0,0,299
475,twn,petr,2015-12-19,2021-12-30 09:52:00,300,0.4,11.0,6.0,2016-11-02,5.0,8.0,11/23/16,3047.56,11.0,5183.949114,7421.810939,,12,2015,F,5.70020533880903,dec,park,2010-04-03,2.565366188,2015-12-15,6.274,4.3,12.0,40.0,2018-05-07,,2.43648208469055,611.459543973941,dec,0.0,0.0333333333333333,0.0433333333333333,0.34,1,0,300
476,twn,kabu,2015-12-19,2021-12-30 11:40:00,301,0.54,16.0,6.0,2016-11-02,5.0,8.0,11/23/16,6876.52,11.0,8664.498025,11513.27917,,12,2015,F,2.65845311430527,dec,kayl,2013-04-18,1.604380561,2015-12-15,10.705,6.4,12.0,40.0,2018-05-07,,1.67508143322476,717.26986970684,dec,0.0,0.0133333333333333,0.0066666666666666,0.373333333333333,0,0,300
477,twn,safi,2015-12-21,2021-12-30 10:37:00,307,0.42,19.0,6.0,2016-11-02,5.0,8.0,11/23/16,13354.2,11.0,21634.0108,18828.45058,,12,2015,F,2.80082135523614,dec,saph,2013-02-25,1.741273101,2015-12-15,52.931,4.6,12.0,40.0,2018-05-07,,1.41059489113664,2986.56792731013,dec,0.0,0.0066666666666666,0.0133333333333333,0.323333333333333,0,0,300
478,twn,ruki,2015-12-21,2021-12-30 12:29:00,310,0.64,21.0,6.0,2016-11-02,5.0,8.0,11/23/16,1474.29,11.0,1567.369539,1880.675784,,12,2015,M,4.81314168377823,dec,rave,2011-02-21,2.770704997,2015-12-15,6.203,11.4,12.0,40.0,2018-05-07,,1.27625252055219,316.663775399411,dec,0.0866666666666667,0.0266666666666667,0.0,0.316666666666667,0,0,300
479,tws,peke,2015-12-22,2021-12-30 11:24:00,311,0.5,13.0,6.0,2016-11-02,5.0,8.0,11/23/16,17916.5,11.0,24381.00626,36919.8671,,12,2015,M,4.95824777549624,dec,pans,2010-12-30,2.814510609,2015-12-15,7.92,18.4,12.0,40.0,2018-05-07,,2.06163868704585,653.127136056126,dec,0.183333333333333,0.0233333333333333,0.0,0.336666666666667,0,1,300
480,gn,ting,2015-12-23,2021-12-30 08:27:00,314,0.94,19.0,6.0,2016-11-02,5.0,8.0,11/23/16,14927.7,11.0,10805.2172,21046.97112,,12,2015,M,4.90622861054073,dec,tang,2011-01-18,2.704996578,2015-12-15,15.171,5.5,6.0,40.0,2018-01-26,,1.41059489113664,856.005403737356,dec,0.01,0.0,0.0033333333333333,0.413333333333333,2,0,300
481,tws,brog,2015-12-28,2021-12-30 10:33:00,315,0.98,20.0,6.0,2016-11-02,5.0,8.0,11/23/16,12083.6,11.0,8389.551054,16185.14715,,12,2015,F,6.91033538672142,dec,bow,2009-01-16,2.516084873,2015-12-15,50.08,7.7,12.0,40.0,2018-05-07,,1.3400651465798,2684.41850162866,dec,0.0233333333333333,0.0033333333333333,0.06,0.376666666666667,4,0,300
482,tws,bike,2015-12-28,2021-12-30 12:30:00,316,1.22,20.0,6.0,2016-11-02,5.0,8.0,11/23/16,15770.2,11.0,8795.202172,21123.09309,,12,2015,M,6.72142368240931,dec,bif,2009-03-26,2.264202601,2015-12-15,75.954,1.2,12.0,40.0,2018-05-07,,1.3400651465798,4071.3323257329,dec,0.0166666666666667,0.0433333333333333,0.01,0.366666666666667,1,1,300
483,gn,mend,2015-12-28,2021-12-30 14:22:00,318,0.46,19.0,6.0,2016-11-02,5.0,8.0,11/23/16,4596.0,11.0,6798.148462,6480.025674,,12,2015,F,5.86173853524983,dec,merl,2010-02-03,2.236824093,2015-12-15,,,,,,,1.41059489113664,,dec,0.0,0.05,0.0266666666666667,0.356666666666667,4,0,300
484,twn,allo,2015-12-29,2021-12-30 08:32:00,325,0.36,20.0,6.0,2016-11-02,5.0,8.0,11/23/16,642.906,11.0,1215.103955,861.1281585,,12,2015,M,2.68309377138946,dec,ambe,2013-04-09,3.394934976,2015-12-15,4.521,0.0,12.0,40.0,2018-05-07,,1.3400651465798,242.337381107492,dec,0.0133333333333333,0.06,0.0,0.296666666666667,0,0,300
485,twn,amos,2015-12-29,2021-12-30 09:18:00,326,0.7,16.0,6.0,2016-11-02,5.0,8.0,11/23/16,3095.66,11.0,3009.010283,5183.028303,,12,2015,M,5.82614647501711,dec,ambe,2010-02-16,2.650239562,2015-12-15,8.064,7.1,12.0,40.0,2018-05-07,,1.67508143322476,540.314267100977,dec,0.110367892976589,0.0,0.0133779264214047,0.301003344481605,0,0,299
486,gn,spor,2015-12-30,2021-12-30 09:30:00,330,0.44,18.0,6.0,2016-11-02,5.0,8.0,11/23/16,2560.29,11.0,3959.177201,3810.36836,,12,2015,F,2.26967830253251,dec,spik,2013-09-07,2.168377823,2015-12-15,5.738,7.9,6.0,40.0,2018-01-26,,1.48896127397756,341.74639160333,dec,0.0,0.0566666666666667,0.0133333333333333,0.356666666666667,0,0,300
487,gn,mole,2015-12-30,2021-12-30 15:02:00,335,0.24,12.0,6.0,2016-11-02,5.0,8.0,11/23/16,793.618,11.0,2249.928537,1771.660779,,12,2015,F,2.66392881587953,dec,merl,2013-04-16,1.467488022,2015-12-15,5.369,11.4,6.0,20.0,2018-01-26,,2.23344191096634,239.826992399566,dec,0.0066666666666666,0.0166666666666667,0.04,0.43,0,0,300
488,gn,ropa,2015-12-30,2021-12-30 16:00:00,336,0.54,21.0,6.0,2016-11-02,5.0,8.0,11/23/16,6254.43,11.0,7880.657132,7978.454065,,12,2015,M,5.98494182067077,dec,robe,2009-12-20,3.529089665,2015-12-15,5.258,3.4,2.0,40.0,2018-01-16,,1.27625252055219,268.421430122538,dec,0.02,0.0233333333333333,0.05,0.473333333333333,1,0,300
489,gn,pira,2015-12-31,2021-12-30 08:30:00,339,0.58,18.0,6.0,2016-11-02,5.0,8.0,11/23/16,6659.02,11.0,7811.793998,9910.330126,,12,2015,M,4.88158795345654,dec,pinc,2011-01-27,1.35797399,2015-12-15,6.824,8.1,4.0,40.0,2018-01-25,,1.48896127397756,406.426869344915,dec,0.0633333333333333,0.0233333333333333,0.01,0.42,2,2,300
490,gn,stre,2015-12-31,2021-12-30 08:52:00,340,0.76,14.0,6.0,2016-11-02,5.0,8.0,11/23/16,1155.86,11.0,1034.808766,2211.706562,,12,2015,F,6.78165639972621,dec,sput,2009-03-04,3.06091718,2015-12-15,8.082,4.9,4.0,40.0,2018-01-25,,1.91437878082829,618.88037226617,dec,0.0,0.0166666666666667,0.0333333333333333,0.406666666666667,0,2,300
491,gn,renl,2015-12-31,2021-12-30 08:51:00,341,0.62,18.0,6.0,2016-11-02,5.0,8.0,11/23/16,6358.77,11.0,6978.303977,9463.481098,,12,2015,M,2.63381245722108,dec,robe,2013-04-27,1.834360027,2015-12-15,7.822,3.0,4.0,40.0,2018-01-25,,1.48896127397756,465.866203402099,dec,0.0366666666666667,0.0033333333333333,0.0,0.38,1,1,300
492,gn,stel,2015-12-31,2021-12-30 09:10:00,342,0.54,18.0,6.0,2016-11-02,5.0,8.0,11/23/16,1151.21,11.0,1450.538466,1713.295822,,12,2015,F,2.60643394934976,dec,sput,2013-05-07,2.223134839,2015-12-15,5.236,3.6,4.0,40.0,2018-01-25,,1.48896127397756,311.84804922186,dec,0.0033333333333333,0.0,0.0,0.343333333333333,0,0,300
493,gn,dext,2015-12-31,2021-12-30 10:29:00,343,0.42,20.0,6.0,2016-11-02,5.0,8.0,11/23/16,7932.07,11.0,12850.07623,10624.45961,,12,2015,M,2.72689938398357,dec,dj,2013-03-24,1.80698152,2015-12-15,3.66,7.2,4.0,40.0,2018-01-25,,1.3400651465798,196.185537459283,dec,0.0133333333333333,0.0033333333333333,0.0,0.316666666666667,0,0,300
494,gn,ting,2015-12-31,2021-12-30 08:52:00,349,0.24,12.0,7.0,2016-11-03,5.0,8.0,11/23/16,2490.08,11.0,7059.444282,5558.816802,,12,2015,M,4.90622861054073,dec,tang,2011-01-18,2.704996578,2015-12-15,2.745,2.6,4.0,40.0,2018-01-25,,2.23344191096634,245.231921824104,dec,0.01,0.0,0.0033333333333333,0.413333333333333,2,0,300
495,gn,spor,2016-01-04,2021-12-30 09:20:00,351,0.22,11.0,7.0,2016-11-03,5.0,8.0,11/23/16,4107.07,11.0,12702.16882,10002.06626,,1,2016,F,2.35455167693361,jan,spik,2013-09-07,2.168377823,2016-01-15,5.033,3.4,6.0,20.0,2018-01-26,,2.43648208469055,245.256286644951,jan,0.0133333333333333,0.0166666666666667,0.0,0.37,0,4,300
496,gn,dext,2016-01-04,2021-12-30 08:42:00,356,0.22,12.0,7.0,2016-11-03,5.0,8.0,11/23/16,5421.66,11.0,16767.87603,12103.2315,,1,2016,M,2.81177275838467,jan,dj,2013-03-24,1.80698152,2016-01-15,2.487,7.4,4.0,40.0,2018-01-25,,2.23344191096634,222.182801302932,jan,0.03125,0.003125,0.0,0.3,0,0,320
497,gn,pira,2016-01-07,2021-12-30 11:49:00,373,0.42,18.0,7.0,2016-11-03,5.0,8.0,11/23/16,3228.49,11.0,5230.203796,4804.821387,,1,2016,M,4.96646132785763,jan,pinc,2011-01-27,1.35797399,2016-01-15,5.78,5.7,4.0,40.0,2018-01-25,,1.48896127397756,344.247846543612,jan,0.05,0.0,0.0,0.48,0,0,300
498,tws,bike,2016-01-22,2021-12-30 14:23:00,401,0.62,21.0,7.0,2016-11-03,5.0,8.0,11/23/16,14485.8,11.0,15897.14925,18478.78862,,1,2016,M,6.8062970568104,jan,bif,2009-03-26,2.264202601,2016-01-15,9.975,7.6,14.0,40.0,2018-05-08,,1.27625252055219,509.224755700326,jan,0.0433333333333333,0.0,0.0,0.33,3,5,300
499,twn,onyx,2016-01-25,2021-12-30 10:50:00,405,0.42,12.0,7.0,2016-11-03,5.0,8.0,11/23/16,1795.01,11.0,2907.943997,4007.153083,,1,2016,M,2.92676249144422,jan,opal,2013-02-10,1.631759069,2016-01-15,9.657,1.4,19.0,20.0,2018-05-16,,2.23344191096634,431.366970684039,jan,0.0433333333333333,0.0,0.0,0.366666666666667,0,0,300
500,twn,keny,2016-01-25,2021-12-30 11:40:00,407,0.44,20.0,7.0,2016-11-03,5.0,8.0,11/23/16,6915.97,11.0,10694.70675,9263.463882,,1,2016,M,5.9356605065024,jan,kayl,2010-02-07,2.453114305,2016-01-15,12.326,20.0,19.0,40.0,2018-05-16,,1.3400651465798,660.705719869707,jan,0.0730897009966777,0.0,0.0,0.348837209302326,0,0,301
501,tws,fris,2016-01-25,2021-12-30 08:40:00,411,0.66,16.0,7.0,2016-11-03,5.0,8.0,11/23/16,6565.56,11.0,6768.560192,10992.64238,,1,2016,M,6.8829568788501,jan,flet,2009-02-26,1.418206708,2016-01-15,12.894,8.4,14.0,40.0,2018-05-08,,1.67508143322476,863.94,jan,0.0564784053156146,0.0099667774086378,0.0,0.538205980066445,0,2,301
502,gn,ting,2016-01-26,2021-12-30 12:40:00,416,0.28,17.0,7.0,2016-11-03,5.0,8.0,11/23/16,9945.02,11.0,24166.62961,15671.37298,,1,2016,M,4.99110198494182,jan,tang,2011-01-18,2.704996578,2016-01-15,28.792,1.7,4.0,40.0,2018-01-25,,1.57654723127036,1815.67791530945,jan,0.0266666666666667,0.0033333333333333,0.0033333333333333,0.503333333333333,0,1,300
503,gn,mole,2016-01-26,2021-12-30 12:30:00,418,0.24,17.0,8.0,2016-11-03,5.0,8.0,11/23/16,9593.93,11.0,27199.05155,15118.12499,,1,2016,F,2.74880219028063,jan,merl,2013-04-16,1.467488022,2016-01-15,39.54,10.4,5.0,40.0,2018-01-25,,1.57654723127036,2493.4671009772,jan,0.0033333333333333,0.0,0.0,0.44,0,2,300
504,gn,spor,2016-01-26,2021-12-30 08:55:00,420,0.34,12.0,8.0,2016-11-03,5.0,8.0,11/23/16,2035.45,11.0,4073.333584,4543.90769,,1,2016,F,2.35455167693361,jan,spik,2013-09-07,2.168377823,2016-01-15,9.613,11.2,5.0,40.0,2018-01-25,,2.23344191096634,858.803083604777,jan,0.0133333333333333,0.0166666666666667,0.0,0.37,0,4,300
505,twn,keny,2016-02-09,2021-12-30 08:44:00,463,0.24,13.0,8.0,2016-11-03,5.0,8.0,11/23/16,1146.08,11.0,3249.167859,2361.684553,,2,2016,M,6.02053388090349,feb,kayl,2010-02-07,2.453114305,2016-02-15,16.647,6.8,15.0,10.0,2018-05-14,,2.06163868704585,343.200992232523,feb,0.0166666666666667,0.0194444444444444,0.0194444444444444,0.444444444444444,0,1,360
506,twn,allo,2016-02-09,2021-12-30 12:15:00,464,0.48,20.0,8.0,2016-11-03,5.0,8.0,11/23/16,7246.45,11.0,10271.94107,9706.119004,,2,2016,M,2.85284052019165,feb,ambe,2013-04-09,3.394934976,2016-02-15,6.028,14.2,15.0,40.0,2018-05-14,,1.3400651465798,323.116508143322,feb,0.0166666666666667,0.0,0.0,0.397222222222222,2,0,360
507,twn,ruki,2016-02-09,2021-12-30 12:45:00,466,0.52,20.0,8.0,2016-11-03,5.0,8.0,11/23/16,3000.11,11.0,3925.566071,4018.44002,,2,2016,M,4.98288843258042,feb,rave,2011-02-21,2.770704997,2016-02-15,7.807,6.1,15.0,40.0,2018-05-14,,1.3400651465798,418.475543973941,feb,0.05,0.0,0.0,0.325,1,3,360
508,tws,burn,2016-02-10,2021-12-30 08:35:00,467,0.62,19.0,8.0,2016-11-03,5.0,8.0,11/23/16,1132.89,11.0,1243.267297,1597.29249,,2,2016,F,6.96235455167693,feb,blaz,2009-02-28,2.247775496,2016-02-15,8.934,0.9,15.0,40.0,2018-05-14,,1.41059489113664,504.090190296588,feb,0.0083333333333333,0.0388888888888889,0.0666666666666667,0.283333333333333,0,6,360
509,tws,dubl,2016-02-10,2021-12-30 12:31:00,468,0.46,15.0,8.0,2016-11-03,5.0,8.0,11/23/16,1898.0,11.0,2807.416402,3389.653117,,2,2016,M,6.94866529774127,feb,dixi,2009-03-05,2.321697467,2016-02-15,4.805,15.4,15.0,40.0,,,1.78675352877307,343.414028230185,feb,0.0333333333333333,0.0111111111111111,0.0222222222222222,0.344444444444444,4,2,360
510,gn,dext,2016-02-11,2021-12-30 09:55:00,477,0.54,21.0,8.0,2016-11-03,5.0,8.0,11/23/16,5634.58,12.0,7099.638666,7187.74336,,2,2016,M,2.89664613278576,feb,dj,2013-03-24,1.80698152,2016-02-15,9.14,2.4,3.0,40.0,2018-01-16,,1.27625252055219,466.597921513882,feb,0.0277777777777778,0.0138888888888889,0.0,0.491666666666667,1,1,360
511,tws,bong,2016-02-11,2021-12-30 09:00:00,478,0.32,17.0,8.0,2016-11-03,5.0,8.0,11/23/16,794.274,12.0,1688.841236,1251.617805,,2,2016,M,2.78439425051335,feb,bonn,2013-05-04,1.971252567,2016-02-15,6.908,10.9,15.0,40.0,,,1.57654723127036,435.631530944625,feb,0.0166204986149584,0.0166204986149584,0.0055401662049861,0.365650969529086,3,4,361
512,gn,dext,2016-02-23,2021-12-30 10:10:00,517,0.24,15.0,9.0,2016-11-04,5.0,8.0,11/23/16,2595.99,12.0,7359.702002,4636.198943,,2,2016,M,2.89664613278576,feb,dj,2013-03-24,1.80698152,2016-02-15,1.655,10.8,5.0,40.0,2018-01-25,,1.78675352877307,118.283083604777,feb,0.0277777777777778,0.0138888888888889,0.0,0.491666666666667,1,1,360
513,tws,blas,2016-03-08,2021-12-30 10:38:00,520,0.24,12.0,9.0,2016-11-04,5.0,8.0,11/23/16,2201.63,12.0,6241.680715,4914.8854,,3,2016,M,4.11498973305955,mar,blaz,2012-02-02,1.817932923,2016-03-15,1.438,5.9,19.0,40.0,2018-05-16,,2.23344191096634,128.467578718784,mar,0.184563758389262,0.0,0.0,0.385906040268456,0,1,298
514,tws,atom,2016-03-10,2021-12-30 14:58:00,522,0.32,11.0,9.0,2016-11-04,5.0,8.0,11/23/16,2022.95,12.0,4301.338554,4926.548596,,3,2016,F,7.06091718001369,mar,arte,2009-02-21,2.795345654,2016-03-15,3.067,2.4,16.0,40.0,2018-05-14,,2.43648208469055,298.907622149837,mar,0.03,0.0133333333333333,0.0433333333333333,0.403333333333333,2,2,300
515,tws,sevi,2016-03-10,2021-12-30 14:35:00,526,0.2,18.0,9.0,2016-11-04,5.0,8.0,11/23/16,1836.28,12.0,6247.084276,2732.855736,,3,2016,F,2.93497604380561,mar,sava,2013-04-08,1.735797399,2016-03-15,,,,,,,1.48896127397756,,mar,0.0066889632107023,0.0234113712374582,0.0100334448160535,0.331103678929766,0,2,299
516,twn,king,2016-03-11,2021-12-30 11:55:00,531,0.44,18.0,9.0,2016-11-04,5.0,8.0,11/23/16,661.317,12.0,1022.646336,984.2093564,,3,2016,M,4.3668720054757,mar,kipp,2011-11-02,2.045174538,2016-03-15,3.081,17.7,16.0,40.0,2018-05-14,,1.48896127397756,183.499587404995,mar,0.053156146179402,0.026578073089701,0.0166112956810631,0.378737541528239,0,4,301
517,twn,ruki,2016-03-11,2021-12-30 12:30:00,532,0.44,18.0,9.0,2016-11-04,5.0,8.0,11/23/16,1192.88,12.0,1844.643888,1775.311472,,3,2016,M,5.06228610540726,mar,rave,2011-02-21,2.770704997,2016-03-15,4.469,20.4,16.0,40.0,2018-05-14,,1.48896127397756,266.166717336229,mar,0.116666666666667,0.0,0.0033333333333333,0.406666666666667,1,3,300
518,tws,dame,2016-03-11,2021-12-30 11:55:00,533,0.3,18.0,9.0,2016-11-04,5.0,8.0,11/23/16,4146.04,12.0,9403.308607,6170.371183,,3,2016,F,4.18617385352498,mar,dixi,2012-01-07,1.869952088,2016-03-15,4.565,9.4,16.0,40.0,2018-05-14,,1.48896127397756,271.884328628303,mar,0.0133333333333333,0.0,0.04,0.536666666666667,2,2,300
519,twn,keny,2016-03-12,2021-12-30 09:40:00,538,0.38,19.0,9.0,2016-11-04,5.0,8.0,11/23/16,1624.47,12.0,2908.684089,2290.384531,,3,2016,M,6.09993155373032,mar,kayl,2010-02-07,2.453114305,2016-03-15,5.701,14.5,16.0,40.0,2018-05-14,,1.41059489113664,321.672058974799,mar,0.0733333333333333,0.0266666666666667,0.0166666666666667,0.37,7,5,300
520,twn,king,2016-03-12,2021-12-30 10:40:00,540,0.38,21.0,9.0,2016-11-04,5.0,8.0,11/23/16,1612.09,12.0,2886.517161,2056.460143,,3,2016,M,4.3668720054757,mar,kipp,2011-11-02,2.045174538,2016-03-15,2.945,18.5,16.0,40.0,2018-05-14,,1.27625252055219,150.342546921049,mar,0.053156146179402,0.026578073089701,0.0166112956810631,0.378737541528239,0,4,301
