"group","subj","date","age","year","month","time","sample_number","stdsg_CP","neo_sg","Cr","SG","Cr.plate.number","Cr.date","cp_dilution","cp_run","cp_assay_date","pg.ml_ucp","cp_batch","stdcr_CP","cp_note","sex","month.name","mum","bday","weaning","mid","neo_value","CV","neo_plate_number","neo_dilution","neo_date_assayed","neo_note","SG_corr_fac","month_name","pl","gmd","gm","r","n_agg_g","n_agg_r","n_obs"
"tws","dame",2016-01-04,4.02190280629706,2016,1,2022-02-22 10:53:00,355,9590.485935,298.960975609756,1.02,50,7,2016-11-03,20,2,"11/9/16",17900.3,2,11940.6672,"","F","jan","dixi",2012-01-07,1.869952088,2016-01-15,11.16,9.4,19,50,2018-05-16,"",0.535772357723577,"jan",0.07,0.0133333333333333,0.0166666666666667,0.383333333333333,5,0,300
"tws","boyd",2016-01-04,3.78097193702943,2016,1,2022-02-22 11:30:00,358,12305.51497,379.744993059687,0.94,41,7,2016-11-03,20,2,"11/9/16",18833.6,2,13632.45099,"","F","jan","buai",2012-04-04,2.740588638,2016-01-15,14.53,10.7,13,40,2018-05-08,"",0.653380924053143,"jan",0.040133779264214,0.020066889632107,0,0.374581939799331,0,3,299
"twn","petr",2016-01-05,5.78507871321013,2016,1,2022-02-22 09:58:00,360,25404.59883,467.955483288166,0.8,45,7,2016-11-03,20,2,"11/9/16",42675.1,2,36295.5195,"","F","jan","park",2010-04-03,2.565366188,2016-01-15,9.826,5.2,13,80,2018-05-08,"",0.595302619692864,"jan",0,0.0533333333333333,0.07,0.29,0,0,300
"tws","atom",2016-01-05,6.89664613278576,2016,1,2022-02-22 11:35:00,361,15719.50398,403.402387130254,1.1,47,7,2016-11-03,20,2,"11/9/16",27579.5,2,17059.33744,"","F","jan","arte",2009-02-21,2.795345654,2016-01-15,8.847,9.5,13,80,2018-05-08,"",0.569970593322955,"jan",0,0.03,0.0866666666666667,0.386666666666667,2,6,300
"twn","king",2016-01-05,4.20260095824778,2016,1,2022-02-22 14:35:00,362,21267.17224,187.644923425978,0.76,43,7,2016-11-03,20,2,"11/9/16",34137.2,2,30562.06962,"","M","jan","kipp",2011-11-02,2.045174538,2016-01-15,7.53,18.6,13,40,2018-05-08,"",0.622991113632067,"jan",0.0434782608695652,0,0,0.364548494983278,0,0,299
"tws","dame",2016-01-05,4.02190280629706,2016,1,2022-02-22 14:19:00,363,5222.777632,414.770231394622,1.12,39,7,2016-11-03,20,2,"11/9/16",7603.54,2,4619.194705,"","F","jan","dixi",2012-01-07,1.869952088,2016-01-15,15.096,18.2,13,40,2018-05-08,"",0.68688763810715,"jan",0.07,0.0133333333333333,0.0166666666666667,0.383333333333333,5,0,300
"gn","dais",2016-01-06,5.89733059548255,2016,1,2022-02-22 09:40:00,368,36495.09088,798.938637243515,1.16,42,7,2016-11-03,20,2,"11/9/16",57218.1,2,33561.69603,"","F","jan","daff",2010-02-21,1.98220397,2016-01-15,31.315,10.7,6,40,2018-01-26,"",0.637824235385211,"jan",0.00333333333333333,0.0366666666666667,0.0466666666666667,0.373333333333333,0,3,300
"twn","ruki",2016-01-06,4.89801505817933,2016,1,2022-02-22 15:19:00,371,2191.792445,409.748245092207,1,41,7,2016-11-03,20,2,"11/9/16",3354.54,2,2282.450834,"","M","jan","rave",2011-02-21,2.770704997,2016-01-15,15.678,18.8,19,40,2018-05-16,"",0.653380924053143,"jan",0.0833333333333333,0.0433333333333333,0.00666666666666667,0.373333333333333,0,0,300
"twn","davi",2016-01-07,2.34907597535934,2016,1,2022-02-22 12:01:00,372,30370.92581,1225.6462398374,0.7,48,7,2016-11-03,20,2,"11/9/16",54418.8,2,52895.57923,"","F","jan","didg",2013-09-09,1.349760438,2016-01-15,54.903,0.3,13,40,2018-05-08,"",0.55809620596206,"jan",0.01,0.03,0.02,0.4,1,0,300
"tws","brog",2016-01-08,6.99520876112252,2016,1,2022-02-22 15:58:00,374,9974.371389,394.989621172807,0.86,47,7,2016-11-03,20,2,"11/9/16",17499.8,2,13845.32295,"","F","jan","bow",2009-01-16,2.516084873,2016-01-15,17.325,8.3,13,40,2018-05-08,"",0.569970593322955,"jan",0.0366666666666667,0.00666666666666667,0.02,0.373333333333333,1,0,300
"tws","blas",2016-01-08,3.95071868583162,2016,1,2022-02-22 09:58:00,375,32532.48026,326.427509540402,1.14,49,7,2016-11-03,20,2,"11/9/16",59506.3,2,35516.20487,"","M","jan","blaz",2012-02-02,1.817932923,2016-01-15,14.927,2.6,19,40,2018-05-16,"",0.546706487473038,"jan",0.0833333333333333,0.0133333333333333,0.00666666666666667,0.303333333333333,0,0,300
"tws","atom",2016-01-12,6.89664613278576,2016,1,2022-02-22 16:14:00,383,20607.16627,1086.91523390644,1.62,61,7,2016-11-03,20,2,"11/9/16",46924.3,2,19708.39439,"","F","jan","arte",2009-02-21,2.795345654,2016-01-15,61.875,1.7,13,40,2018-05-08,"",0.439157670265227,"jan",0,0.03,0.0866666666666667,0.386666666666667,2,6,300
"tws","tesl",2016-01-12,2.86926762491444,2016,1,2022-02-22 15:28:00,384,12678.95176,426.29283632459,1.22,53,7,2016-11-03,20,2,"11/9/16",25084.7,2,13989.99429,"","F","jan","twin",2013-03-03,1.49486653,2016-01-15,21.085,17.5,13,40,2018-05-08,"",0.505445620493941,"jan",0.0166666666666667,0.05,0.01,0.33,2,1,300
"twn","kabu",2016-01-13,2.74332648870637,2016,1,2022-02-22 08:25:00,385,13773.72037,714.184552845529,1,38,7,2016-11-03,20,2,"11/9/16",19538.2,2,13293.91836,"","F","jan","kayl",2013-04-18,1.604380561,2016-01-15,25.327,0.8,19,40,2018-05-16,"",0.704963628583654,"jan",0.00668896321070234,0.0100334448160535,0.0100334448160535,0.391304347826087,1,0,299
"twn","amos",2016-01-13,5.91101984941821,2016,1,2022-02-22 09:37:00,387,18554.74223,1257.36317551411,1.58,51,7,2016-11-03,20,2,"11/9/16",35324.4,2,15211.99463,"","M","jan","ambe",2010-02-16,2.650239562,2016-01-15,59.844,1.4,13,40,2018-05-08,"",0.525267017376056,"jan",0.0299003322259136,0.00664451827242525,0.0232558139534884,0.408637873754153,0,0,301
"twn","davi",2016-01-13,2.34907597535934,2016,1,2022-02-22 16:22:00,388,15522.71615,597.736491557223,1.24,52,7,2016-11-03,20,9,"11/24/16",30131.5,14,16533.60369,"redo, in singlet, originally in batch 2, run 2","F","jan","didg",2013-09-09,1.349760438,2016-01-15,29.007,17.6,13,40,2018-05-08,"",0.515165728580363,"jan",0.01,0.03,0.02,0.4,1,0,300
"tws","tatu",2016-01-14,6.87474332648871,2016,1,2022-02-22 10:07:00,389,6311.806027,369.589749027925,1.24,46,7,2016-11-03,20,9,"11/24/16",10838.3,14,5947.136946,"redo, in singlet, originally in batch 2, run 2","M","jan","twin",2009-03-01,2.945927447,2016-01-15,15.866,2.1,13,40,2018-05-08,"",0.582361258395193,"jan",0.0166666666666667,0,0,0.343333333333333,0,0,300
"gn","dext",2016-01-14,2.81177275838467,2016,1,2022-02-22 15:06:00,395,6656.422378,786.754918699187,0.92,40,7,2016-11-03,20,9,"11/24/16",9939.18,14,7350.742084,"redo, in singlet, originally in batch 2, run 2","M","jan","dj",2013-03-24,1.80698152,2016-01-15,29.369,0.5,2,40,2018-01-16,"",0.669715447154472,"jan",0.03125,0.003125,0,0.3,0,0,320
"gn","mend",2016-01-15,5.94661190965092,2016,1,2022-02-22 15:03:00,396,59010.02836,434.80362158167,1,44,7,2016-11-03,20,9,"11/24/16",96923.3,14,65947.24372,"redo, in singlet, originally in batch 2, run 2","F","jan","merl",2010-02-03,2.236824093,2016-01-15,17.854,0,6,40,2018-01-26,"",0.608832224685883,"jan",0.0133333333333333,0,0.00666666666666667,0.48,0,2,300
"twn","amos",2016-01-22,5.91101984941821,2016,1,2022-02-22 15:04:00,402,3726.18364,529.366901535682,1.06,45,7,2016-11-03,20,9,"11/24/16",6259.31,14,4017.806825,"redo, in singlet, originally in batch 2, run 2","M","jan","ambe",2010-02-16,2.650239562,2016-01-15,22.231,12.6,14,40,2018-05-08,"",0.595302619692864,"jan",0.0299003322259136,0.00664451827242525,0.0232558139534884,0.408637873754153,0,0,301
"twn","allo",2016-01-25,2.76796714579055,2016,1,2022-02-22 12:22:00,403,6833.972437,NA,1.3,41,7,2016-11-03,20,9,"11/24/16",10459.4,14,5474.341376,"redo, in singlet, originally in batch 2, run 2","M","jan","ambe",2013-04-09,3.394934976,2016-01-15,NA,NA,NA,NA,NA,NA,0.653380924053143,"jan",0.0598006644518272,0.00996677740863787,0.00332225913621262,0.398671096345515,0,0,301
"twn","safi",2016-01-25,2.88569472963723,2016,1,2022-02-22 11:55:00,404,24056.66106,1157.01112195122,1.46,50,7,2016-11-03,20,9,"11/24/16",44900.9,14,20925.24959,"redo, in singlet, originally in batch 2, run 2","F","jan","saph",2013-02-25,1.741273101,2016-01-15,26.994,15,14,80,2018-05-08,"",0.535772357723577,"jan",0,0.0233333333333333,0.0266666666666667,0.356666666666667,0,0,300
"twn","pam",2016-01-25,2.85557837097878,2016,1,2022-02-22 12:12:00,406,24498.19106,910.727284552846,1.44,50,7,2016-11-03,20,9,"11/24/16",45725,14,21605.26903,"redo, in singlet, originally in batch 2, run 2","F","jan","park",2013-03-08,1.796030116,2016-01-15,21.248,6.2,14,80,2018-05-08,"",0.535772357723577,"jan",0.0100334448160535,0.0100334448160535,0.0167224080267559,0.347826086956522,0,0,299
"tws","blas",2016-01-25,3.95071868583162,2016,1,2022-02-22 11:17:00,413,6009.751296,988.977851021754,0.56,37,7,2016-11-03,20,9,"11/24/16",8300.57,14,10085.28896,"redo, in singlet, originally in batch 2, run 2","M","jan","blaz",2012-02-02,1.817932923,2016-01-15,34.149,4,14,40,2018-05-08,"",0.724016699626456,"jan",0.0833333333333333,0.0133333333333333,0.00666666666666667,0.303333333333333,0,0,300
"gn","dais",2016-01-26,5.89733059548255,2016,1,2022-02-22 12:35:00,415,NA,NA,2.14,49,7,2016-11-03,20,9,"11/24/16",NA,14,NA,"redo, in singlet, originally in batch 2, run 2","F","jan","daff",2010-02-21,1.98220397,2016-01-15,NA,NA,NA,NA,NA,NA,0.546706487473038,"jan",0.00333333333333333,0.0366666666666667,0.0466666666666667,0.373333333333333,0,3,300
"twn","amos",2016-01-26,5.91101984941821,2016,1,2022-02-22 10:40:00,419,29026.1372,1094.42219512195,1.02,40,8,2016-11-03,20,2,"11/9/16",43341,2,28911.27284,"","M","jan","ambe",2010-02-16,2.650239562,2016-01-15,40.854,1.7,14,40,2018-05-08,"",0.669715447154472,"jan",0.0299003322259136,0.00664451827242525,0.0232558139534884,0.408637873754153,0,0,301
"tws","boyd",2016-01-27,3.78097193702943,2016,1,2022-02-22 11:32:00,422,26636.17081,1286.09177958446,1.32,54,8,2016-11-03,20,2,"11/9/16",53692.7,2,27676.41083,"","F","jan","buai",2012-04-04,2.740588638,2016-01-15,32.406,1.6,14,80,2018-05-08,"",0.49608551641072,"jan",0.040133779264214,0.020066889632107,0,0.374581939799331,0,3,299
"gn","dext",2016-01-27,2.81177275838467,2016,1,2022-02-22 10:53:00,424,11258.58638,308.095894308943,0.6,40,8,2016-11-03,20,2,"11/9/16",16811,2,19063.85623,"","M","jan","dj",2013-03-24,1.80698152,2016-01-15,11.501,1,2,40,2018-01-16,"",0.669715447154472,"jan",0.03125,0.003125,0,0.3,0,0,320
"tws","brog",2016-01-27,6.99520876112252,2016,1,2022-02-22 08:30:00,425,30030.99739,681.50243902439,1.36,42,8,2016-11-03,20,2,"11/9/16",47083.5,2,23555.82326,"","F","jan","bow",2009-01-16,2.516084873,2016-01-15,26.712,6.4,14,40,2018-05-08,"",0.637824235385211,"jan",0.0366666666666667,0.00666666666666667,0.02,0.373333333333333,1,0,300
"twn","king",2016-01-27,4.20260095824778,2016,1,2022-02-22 08:16:00,426,21245.0046,458.388193708024,0.98,46,8,2016-11-03,20,2,"11/9/16",36480.8,2,25328.3404,"","M","jan","kipp",2011-11-02,2.045174538,2016-01-15,19.678,8.8,14,40,2018-05-08,"",0.582361258395193,"jan",0.0434782608695652,0,0,0.364548494983278,0,0,299
"gn","mayh",2016-01-27,5.83983572895277,2016,1,2022-02-22 12:03:00,427,7703.736789,NA,0.94,48,8,2016-11-03,20,2,"11/9/16",13803.6,2,9991.552361,"","F","jan","mixu",2010-03-14,2.214921287,2016-01-15,NA,NA,NA,NA,NA,NA,0.55809620596206,"jan",0,0.0367892976588629,0.0468227424749164,0.361204013377926,1,2,299
"tws","burn",2016-01-27,6.87748117727584,2016,1,2022-02-22 14:50:00,428,22104.25855,467.267395570507,1.26,58,8,2016-11-03,20,9,"11/24/16",47857.9,14,25843.51304,"redo, in singlet, originally in batch 2, run 2","F","jan","blaz",2009-02-28,2.247775496,2016-01-15,25.292,4.9,14,40,2018-05-08,"",0.461872722175498,"jan",0.00333333333333333,0.0633333333333333,0.123333333333333,0.33,1,2,300
"gn","stel",2016-02-01,2.77618069815195,2016,2,2022-02-22 13:40:00,433,12315.35461,1190.82816121778,1.1,47,8,2016-11-03,20,2,"11/9/16",21607,2,13365.03939,"","F","feb","sput",2013-05-07,2.223134839,2016-02-15,52.232,11.9,6,40,2018-01-26,"",0.569970593322955,"feb",0.0166666666666667,0.0194444444444444,0.0333333333333333,0.391666666666667,1,7,360
"tws","tatu",2016-02-01,6.9596167008898,2016,2,2022-02-22 12:48:00,437,15547.37482,832.442444631343,1.78,58,8,2016-11-03,20,2,"11/9/16",33661.6,2,12867.17504,"","M","feb","twin",2009-03-01,2.945927447,2016-02-15,22.529,16.2,14,80,2018-05-08,"",0.461872722175498,"feb",0.0138888888888889,0.00277777777777778,0,0.394444444444444,10,6,360
"tws","tesl",2016-02-01,2.95414099931554,2016,2,2022-02-22 12:14:00,438,9245.576298,467.660579528872,0.72,39,8,2016-11-03,20,2,"11/9/16",13460.1,2,12719.91609,"","F","feb","twin",2013-03-03,1.49486653,2016-02-15,17.021,10.2,14,40,2018-05-08,"",0.68688763810715,"feb",0,0.00526315789473684,0.00263157894736842,0.334210526315789,2,2,380
"gn","mend",2016-02-02,6.03148528405202,2016,2,2022-02-22 12:37:00,439,7532.203773,701.174900979779,1.1,39,8,2016-11-03,20,2,"11/9/16",10965.7,2,6782.848729,"","F","feb","merl",2010-02-03,2.236824093,2016-02-15,25.52,5.4,2,40,2018-01-16,"",0.68688763810715,"feb",0,0.0138504155124654,0.0470914127423823,0.437673130193906,5,6,361
"tws","brog",2016-02-02,7.08008213552361,2016,2,2022-02-22 12:04:00,440,21779.74678,2052.83950098122,1.98,58,8,2016-11-03,20,3,"11/16/16",47155.3,3,16204.43072,"","F","feb","bow",2009-01-16,2.516084873,2016-02-15,111.115,6.4,14,40,2018-05-08,"",0.461872722175498,"feb",0,0,0.0166666666666667,0.3,1,1,360
"tws","peke",2016-02-02,5.12799452429843,2016,2,2022-02-22 10:20:00,442,11195.53746,595.064498644987,1.08,42,8,2016-11-03,20,3,"11/16/16",17552.7,3,11058.30671,"","M","feb","pans",2010-12-30,2.814510609,2016-02-15,23.324,7.2,14,40,2018-05-08,"",0.637824235385211,"feb",0.025,0.0222222222222222,0,0.391666666666667,0,6,360
"gn","stel",2016-02-02,2.77618069815195,2016,2,2022-02-22 08:46:00,443,2524.353283,710.131915780696,0.74,39,8,2016-11-03,20,3,"11/16/16",3675.06,3,3379.100982,"","F","feb","sput",2013-05-07,2.223134839,2016-02-15,25.846,8.6,2,40,2018-01-16,"",0.68688763810715,"feb",0.0166666666666667,0.0194444444444444,0.0333333333333333,0.391666666666667,1,7,360
"tws","dame",2016-02-03,4.10677618069815,2016,2,2022-02-22 10:35:00,445,4046.53834,1674.58917311124,1.24,41,8,2016-11-03,20,3,"11/16/16",6193.23,3,3398.31772,"","F","feb","dixi",2012-01-07,1.869952088,2016-02-15,64.074,2.1,14,40,2018-05-08,"",0.653380924053143,"feb",0.0194444444444444,0,0.0138888888888889,0.363888888888889,4,4,360
"tws","bong",2016-02-03,2.78439425051335,2016,2,2022-02-22 10:00:00,446,4437.058311,436.45206865402,0.74,45,8,2016-11-03,20,3,"11/16/16",7453.45,3,6853.210619,"","M","feb","bonn",2013-05-04,1.971252567,2016-02-15,18.329,13.7,14,40,2018-05-08,"",0.595302619692864,"feb",0.0166204986149584,0.0166204986149584,0.00554016620498615,0.365650969529086,3,4,361
"tws","brav",2016-02-03,2.88843258042437,2016,2,2022-02-22 11:20:00,447,5922.27945,907.59837398374,1.18,47,8,2016-11-03,20,3,"11/16/16",10390.5,3,5991.325238,"","M","feb","bow",2013-03-27,3.370294319,2016-02-15,39.809,13.9,14,40,2018-05-08,"",0.569970593322955,"feb",0.0526315789473684,0.00263157894736842,0,0.386842105263158,0,2,380
"twn","safi",2016-02-03,2.97056810403833,2016,2,2022-02-22 14:20:00,450,1438.816667,360.39620596206,0.88,42,8,2016-11-03,20,3,"11/16/16",2255.82,3,1744.175682,"","F","feb","saph",2013-02-25,1.741273101,2016-02-15,14.126,7.5,19,40,2018-05-16,"",0.637824235385211,"feb",0.00277777777777778,0.05,0.0611111111111111,0.355555555555556,1,0,360
"gn","renl",2016-02-05,2.80355920602327,2016,2,2022-02-22 11:25:00,452,14846.75884,426.040386728192,0.5,37,8,2016-11-03,20,3,"11/16/16",20506.1,3,27904.96763,"","M","feb","robe",2013-04-27,1.834360027,2016-02-15,14.711,7.9,3,40,2018-01-16,"",0.724016699626456,"feb",0.0293255131964809,0.0117302052785924,0,0.472140762463343,0,2,341
"gn","dean",2016-02-05,5.1006160164271,2016,2,2022-02-22 14:22:00,455,6340.395243,381.151351351351,0.9,37,8,2016-11-03,20,3,"11/16/16",8757.25,3,6620.544286,"","M","feb","desd",2011-01-09,2.302532512,2016-02-15,13.161,0.5,3,40,2018-01-16,"",0.724016699626456,"feb",0.0166666666666667,0.0111111111111111,0.00277777777777778,0.472222222222222,2,9,360
"tws","atom",2016-02-08,6.98151950718686,2016,2,2022-02-22 10:27:00,457,11999.99405,484.495022803887,1.12,41,8,2016-11-03,20,3,"11/16/16",18366,3,11157.45166,"","F","feb","arte",2009-02-21,2.795345654,2016-02-15,18.538,17,15,40,2018-05-14,"",0.653380924053143,"feb",0.00277777777777778,0.00833333333333333,0.0805555555555556,0.297222222222222,8,11,360
"tws","sevi",2016-02-08,2.85557837097878,2016,2,2022-02-22 10:04:00,458,14598.42465,860.398136030141,0.96,41,8,2016-11-03,20,3,"11/16/16",22342.9,3,15835.68175,"","F","feb","sava",2013-04-08,1.735797399,2016-02-15,32.921,9.9,15,40,NA,"",0.653380924053143,"feb",0.00819672131147541,0.00819672131147541,0.0327868852459016,0.311475409836066,3,0,366
"tws","blas",2016-02-08,4.03559206023272,2016,2,2022-02-22 11:34:00,459,15655.57271,314.912379896526,1,44,8,2016-11-03,20,3,"11/16/16",25714.1,3,17496.04089,"","M","feb","blaz",2012-02-02,1.817932923,2016-02-15,12.931,6.8,15,40,NA,"",0.608832224685883,"feb",0.0696378830083565,0.0250696378830084,0,0.33983286908078,2,3,359
"twn","kabu",2016-02-09,2.82819986310746,2016,2,2022-02-22 12:50:00,461,27233.91169,242.061951219512,0.86,40,8,2016-11-03,20,3,"11/16/16",40664.9,3,32172.86331,"","F","feb","kayl",2013-04-18,1.604380561,2016-02-15,9.036,1.1,15,40,NA,"",0.669715447154472,"feb",0,0.0166666666666667,0.00555555555555556,0.338888888888889,0,5,360
"tws","tatu",2016-02-09,6.9596167008898,2016,2,2022-02-22 11:20:00,462,5318.63549,213.796465182043,1.34,46,8,2016-11-03,20,3,"11/16/16",9132.88,3,4637.366383,"","M","feb","twin",2009-03-01,2.945927447,2016-02-15,9.178,2.5,15,40,NA,"",0.582361258395193,"feb",0.0138888888888889,0.00277777777777778,0,0.394444444444444,10,6,360
"tws","atom",2016-02-10,6.98151950718686,2016,2,2022-02-22 09:56:00,471,10649.1609,429.191038003403,1.36,43,8,2016-11-03,20,3,"11/16/16",17093.6,3,8551.909278,"","F","feb","arte",2009-02-21,2.795345654,2016-02-15,17.223,2.8,15,40,NA,"",0.622991113632067,"feb",0.00277777777777778,0.00833333333333333,0.0805555555555556,0.297222222222222,8,11,360
"gn","dais",2016-02-10,5.98220396988364,2016,2,2022-02-22 16:20:00,473,8382.02786,552.054610350982,0.82,41,8,2016-11-03,20,3,"11/16/16",12828.7,3,10644.7938,"","F","feb","daff",2010-02-21,1.98220397,2016-02-15,21.123,5.7,6,40,2018-01-26,"",0.653380924053143,"feb",0,0.0222222222222222,0.0277777777777778,0.375,2,6,360
"gn","ting",2016-02-11,5.07597535934292,2016,2,2022-02-22 11:10:00,474,7384.753131,1351.30476818282,0.9,37,8,2016-11-03,20,3,"11/16/16",10199.7,3,7711.046911,"","M","feb","tang",2011-01-18,2.704996578,2016-02-15,46.66,13.8,3,40,2018-01-16,"",0.724016699626456,"feb",0.00833333333333333,0.0416666666666667,0.0194444444444444,0.475,10,4,360
"gn","mend",2016-02-11,6.03148528405202,2016,2,2022-02-22 11:30:00,475,19187.61545,363.610840108401,1.06,45,8,2016-11-03,20,3,"11/16/16",32231.7,3,20689.3003,"","F","feb","merl",2010-02-03,2.236824093,2016-02-15,15.27,4.5,6,40,2018-01-26,"",0.595302619692864,"feb",0,0.0138504155124654,0.0470914127423823,0.437673130193906,5,6,361
"gn","mole",2016-02-11,2.83367556468172,2016,2,2022-02-22 11:45:00,476,18370.49563,316.373577235772,0.76,40,8,2016-11-03,20,3,"11/16/16",27430.3,3,24557.57175,"","F","feb","merl",2013-04-16,1.467488022,2016-02-15,11.81,0.3,3,40,2018-01-16,"",0.669715447154472,"feb",0,0.00555555555555556,0.0416666666666667,0.330555555555556,1,2,360
"twn","allo",2016-02-15,2.85284052019165,2016,2,2022-02-22 11:19:00,479,6986.216415,360.880952380952,0.8,42,8,2016-11-03,20,3,"11/16/16",10953.2,3,9315.78565,"","M","feb","ambe",2013-04-09,3.394934976,2016-02-15,14.145,0,15,40,2018-05-14,"",0.637824235385211,"feb",0.0166666666666667,0,0,0.397222222222222,2,0,360
"tws","tesl",2016-02-15,2.95414099931554,2016,2,2022-02-22 15:40:00,480,10456.01427,481.67125564589,0.96,45,8,2016-11-03,20,3,"11/16/16",17564.2,3,12448.74575,"","F","feb","twin",2013-03-03,1.49486653,2016-02-15,10.114,11.2,15,80,2018-05-14,"",0.595302619692864,"feb",0,0.00526315789473684,0.00263157894736842,0.334210526315789,2,2,380
"tws","fris",2016-02-15,6.9678302532512,2016,2,2022-02-22 14:24:00,481,1643.765667,242.158390243902,1.26,50,8,2016-11-03,20,3,"11/16/16",3068.03,3,1656.752037,"","M","feb","flet",2009-02-26,1.418206708,2016-02-15,5.58,7.3,15,81,2018-05-14,"",0.535772357723577,"feb",0.0138888888888889,0,0,0.561111111111111,3,6,360
"tws","brav",2016-02-15,2.88843258042437,2016,2,2022-02-22 16:20:00,483,8537.066631,442.547967479675,0.98,46,8,2016-11-03,20,3,"11/16/16",14659.4,3,10177.90929,"","M","feb","bow",2013-03-27,3.370294319,2016-02-15,18.998,10.1,15,40,NA,"",0.582361258395193,"feb",0.0526315789473684,0.00263157894736842,0,0.386842105263158,0,2,380
"tws","brog",2016-02-15,7.08008213552361,2016,2,2022-02-22 15:07:00,484,4396.093184,320.765664586878,1.1,43,8,2016-11-03,20,3,"11/16/16",7056.43,3,4364.764425,"","F","feb","bow",2009-01-16,2.516084873,2016-02-15,12.872,7.5,15,40,NA,"",0.622991113632067,"feb",0,0,0.0166666666666667,0.3,1,1,360
"twn","kabu",2016-02-16,2.82819986310746,2016,2,2022-02-22 12:08:00,488,5812.755041,641.694552845528,0.56,40,9,2016-11-04,20,3,"11/16/16",8679.44,3,10545.62041,"","F","feb","kayl",2013-04-18,1.604380561,2016-02-15,23.954,9.3,15,40,NA,"",0.669715447154472,"feb",0,0.0166666666666667,0.00555555555555556,0.338888888888889,0,5,360
"twn","onyx",2016-02-16,3.01163586584531,2016,2,2022-02-22 11:30:00,489,9846.435552,707.8445799458,0.74,48,9,2016-11-04,20,3,"11/16/16",17642.9,3,16222.08637,"","M","feb","opal",2013-02-10,1.631759069,2016-02-15,31.708,3.5,15,40,NA,"",0.55809620596206,"feb",0.00835654596100279,0.00835654596100279,0,0.426183844011142,0,0,359
"twn","pam",2016-02-16,2.94045174537988,2016,2,2022-02-22 14:40:00,491,6262.304131,417.29012775842,0.98,49,9,2016-11-04,20,3,"11/16/16",11454.6,3,7952.841165,"","F","feb","park",2013-03-08,1.796030116,2016-02-15,9.541,14.9,15,80,2018-05-14,"",0.546706487473038,"feb",0.00555555555555556,0.00277777777777778,0,0.316666666666667,2,1,360
"gn","spor",2016-02-16,2.4394250513347,2016,2,2022-02-22 15:20:00,493,2170.33102,727.072313377679,0.9,55,9,2016-11-04,20,3,"11/16/16",4455.93,3,3368.715282,"","F","feb","spik",2013-09-07,2.168377823,2016-02-15,37.319,0.9,6,40,2018-01-26,"",0.487065779748707,"feb",0.00555555555555556,0.0361111111111111,0.0138888888888889,0.444444444444444,0,0,360
"twn","davi",2016-02-18,2.43394934976044,2016,2,2022-02-22 09:24:00,504,3089.987431,278.630586684245,0.54,37,9,2016-11-04,20,3,"11/16/16",4267.84,3,5377.529804,"","F","feb","didg",2013-09-09,1.349760438,2016-02-15,9.621,9.3,15,40,NA,"",0.724016699626456,"feb",0,0.0305555555555556,0.0583333333333333,0.333333333333333,0,0,360
"tws","bike",2016-02-19,6.8911704312115,2016,2,2022-02-22 13:00:00,510,35894.67185,494.705406504065,1.28,40,9,2016-11-04,20,3,"11/16/16",53596.9,3,28490.3745,"","M","feb","bif",2009-03-26,2.264202601,2016-02-15,18.467,7.7,15,40,2018-05-14,"",0.669715447154472,"feb",0,0.0194986072423398,0.011142061281337,0.309192200557103,0,3,359
"gn","spor",2016-02-22,2.4394250513347,2016,2,2022-02-22 15:05:00,515,13054.64144,344.282446415373,0.9,44,9,2016-11-04,20,3,"11/16/16",21442.1,3,16210.38256,"","F","feb","spik",2013-09-07,2.168377823,2016-02-15,14.137,8.2,6,40,2018-01-26,"",0.608832224685883,"feb",0.00555555555555556,0.0361111111111111,0.0138888888888889,0.444444444444444,0,0,360
"twn","onyx",2016-02-24,3.01163586584531,2016,2,2022-02-22 15:00:00,519,22712.44078,248.136139008449,0.88,51,9,2016-11-04,20,3,"11/16/16",43239.8,3,33432.54677,"","M","feb","opal",2013-02-10,1.631759069,2016-02-15,11.81,13.3,16,40,2018-05-14,"",0.525267017376056,"feb",0.00835654596100279,0.00835654596100279,0,0.426183844011142,0,0,359
"tws","peke",2016-03-11,5.20739219712526,2016,3,2022-02-22 15:45:00,528,26160.18439,737.937127371274,0.88,39,9,2016-11-04,20,3,"11/16/16",38085.1,3,29446.98835,"","M","mar","pans",2010-12-30,2.814510609,2016-03-15,26.858,7.1,16,40,2018-05-14,"",0.68688763810715,"mar",0.09,0,0,0.493333333333333,2,3,300
