"group","subj","date","age","year","month","time","sample_number","stdsg_CP","neo_sg","sex","Cr","SG","month.name","mum","bday","weaning","mid","neo_value","neo_CV","neo_plate_number","neo_dilution","neo_date_assayed","neo_note","SG_corr_fac","Cr.plate.number","Cr.date","cp_dilution","cp_run","cp_assay_date","pg.ml_ucp","cp_batch","stdcr_CP","cp_note","month_name","pl","gmd","gm","r","f","m","sl","n_agg_g","n_agg_r","n_obs","mrank","fai","fai_cat","avg_rain","cr_resid"
"gn","dean","2015-10-29",4.76386036960986,2015,10,"2022-03-05 12:34:00",213,2721.941713,181.703368176539,"M",0.12,7,"oct","desd","2011-01-09",2.302532512,"2015-10-15",1.187,10.5,5,40,"2018-01-25",NA,3.82694541231127,5,"2016-11-01",2,9,"11/24/16",711.257,13,4032.865741,"","oct",0.034375,0.0125,0.01875,0.41875,0.296875,0.175,0,0,3,320,0.211,6099094.65192308,"low",7.49032258064516,-0.0728036095575319
"gn","stre","2015-10-29",6.61464750171116,2015,10,"2022-03-05 12:40:00",214,2747.79426,NA,"F",0.56,25,"oct","sput","2009-03-04",3.06091718,"2015-10-15",NA,NA,NA,NA,NA,NA,1.07154471544715,5,"2016-11-01",10,4,"11/18/16",2564.33,5,3115.690733,"","oct",0,0.01875,0,0.30625,0.340625,0.21875,0,0,0,320,0.684,6099094.65192308,"low",7.49032258064516,-0.0692867576411978
"tws","brav","2015-10-29",2.55167693360712,2015,10,"2022-03-05 11:36:00",215,1319.81158,294.139024390244,"M",0.08,8,"oct","bow","2013-03-27",3.370294319,"2015-10-15",8.784,0.5,10,10,"2018-04-27",NA,3.34857723577236,5,"2016-11-01",2,9,"11/24/16",394.141,13,3352.201249,"","oct",0.009375,0.021875,0.0125,0.3125,0.31875,0.2125,0,1,0,320,0.826,8685715.30416667,"low",7.49032258064516,-0.136340439935724
"gn","dann","2015-10-29",2.69952087611225,2015,10,"2022-03-05 11:43:00",216,3237.921109,398.385017421603,"M",0.3,14,"oct","daff","2013-02-01",1.552361396,"2015-10-15",5.205,14.6,4,40,"2018-01-25",NA,1.91347270615563,5,"2016-11-01",5,7,"11/23/16",1692.17,10,3837.878247,"","oct",0.0155763239875389,0.0155763239875389,0.0186915887850467,0.370716510903427,0.227414330218069,0.289719626168224,0,0,6,321,0,6099094.65192308,"low",7.49032258064516,-0.0593210576741593
"tws","fris","2015-11-03",6.71594798083504,2015,11,"2022-03-05 11:20:00",217,3529.455358,1008.26862622472,"M",1.28,39,"nov","flet","2009-02-26",1.418206708,"2015-11-15",36.697,0.2,10,40,"2018-04-27",NA,0.68688763810715,5,"2016-11-01",20,1,"11/8/16",5138.33,1,2731.36965,"","nov",0.0166666666666667,0.0133333333333333,0.0233333333333333,0.43,0.26,0.143333333333333,0,4,6,300,0.625,131187483.281444,"med",9.96,0.292456904399145
"tws","dubl","2015-11-03",6.69678302532512,2015,11,"2022-03-05 12:45:00",218,1027.23969,425.068394308943,"M",0.12,8,"nov","dixi","2009-03-05",2.321697467,"2015-11-15",12.694,3.7,10,10,"2018-04-27",NA,3.34857723577236,5,"2016-11-01",2,9,"11/24/16",306.769,13,1739.396857,"","nov",0.0566666666666667,0,0.00333333333333333,0.396666666666667,0.286666666666667,0.16,0,2,4,300,0.957,131187483.281444,"med",9.96,-0.0963404399357238
"twn","keny","2015-11-03",5.76865160848734,2015,11,"2022-03-05 12:36:00",219,1375.497304,541.415826558266,"M",0.68,30,"nov","kayl","2010-02-07",2.453114305,"2015-11-15",15.158,4.2,10,40,"2018-04-27",NA,0.892953929539295,5,"2016-11-01",10,4,"11/18/16",1540.39,5,1541.310845,"","nov",0,0.01,0.01,0.386666666666667,0.27,0.193333333333333,0,0,4,300,0.455,119557042.557833,"med",9.96,-0.075350126052557
"tws","peke","2015-11-03",4.87611225188227,2015,11,"2022-03-05 15:45:00",220,1604.611423,147.605284552846,"M",0.08,4,"nov","pans","2010-12-30",2.814510609,"2015-11-15",0.551,5.8,18,40,"2018-05-15",NA,6.69715447154472,5,"2016-11-01",2,9,"11/24/16",239.596,13,2037.783459,"","nov",0,0.04,0.0133333333333333,0.363333333333333,0.263333333333333,0.22,0,0,0,300,0.174,131187483.281444,"med",9.96,-0.0426958714141801
"twn","allo","2015-11-04",2.6009582477755,2015,11,"2022-03-05 11:40:00",221,16939.69322,915.170623306233,"M",0.04,15,"nov","ambe","2013-04-09",3.394934976,"2015-11-15",12.811,9.7,10,40,"2018-04-27",NA,1.78590785907859,5,"2016-11-01",5,7,"11/23/16",9485.2,10,161344.7943,"","nov",0.0333333333333333,0.02,0,0.313333333333333,0.276666666666667,0.206666666666667,0,4,1,300,0.636,119557042.557833,"med",9.96,-0.343444433208779
"tws","tesl","2015-11-04",2.70225872689938,2015,11,"2022-03-05 12:00:00",222,1730.702099,481.759806910569,"F",0.2,8,"nov","twin","2013-03-03",1.49486653,"2015-11-15",14.387,4.5,19,10,"2018-05-16",NA,3.34857723577236,5,"2016-11-01",2,9,"11/24/16",516.847,13,1758.330302,"","nov",0,0.0733333333333333,0.0566666666666667,0.25,0.313333333333333,0.193333333333333,0,1,0,300,1,131187483.281444,"med",9.96,-0.0163404399357238
"tws","tatu","2015-11-04",6.70773442847365,2015,11,"2022-03-05 10:55:00",223,2718.949042,NA,"M",0.64,14,"nov","twin","2009-03-01",2.945927447,"2015-11-15",NA,NA,NA,NA,NA,NA,1.91347270615563,5,"2016-11-01",5,7,"11/23/16",1420.95,10,1510.661909,"","nov",0,0.0233333333333333,0.01,0.363333333333333,0.266666666666667,0.2,0,1,0,300,1,131187483.281444,"med",9.96,0.280678942325841
"gn","stel","2015-11-09",2.5242984257358,2015,11,"2022-03-05 11:30:00",224,2011.513786,543.541056910569,"F",0.18,8,"nov","sput","2013-05-07",2.223134839,"2015-11-15",4.058,2.4,5,40,"2018-01-25",NA,3.34857723577236,5,"2016-11-01",2,9,"11/24/16",600.707,13,2270.694166,"","nov",0,0,0,0.356666666666667,0.336666666666667,0.22,0,1,0,300,0.684,117032983.428846,"med",9.96,-0.0363404399357237
"tws","burn","2015-11-09",6.71047227926078,2015,11,"2022-03-05 12:26:00",225,5758.905454,637.063098464318,"F",1.42,36,"nov","blaz","2009-02-28",2.247775496,"2015-11-15",21.403,0.3,10,40,"2018-04-27",NA,0.74412827461608,5,"2016-11-01",10,4,"11/18/16",7739.13,5,3708.277738,"","nov",0,0,0.0166666666666667,0.336666666666667,0.373333333333333,0.15,0,0,3,300,0.13,131187483.281444,"med",9.96,0.51060869040208
"tws","bong","2015-11-09",2.53251197809719,2015,11,"2022-03-05 11:50:00",226,4422.800813,918.89830007391,"M",0.32,11,"nov","bonn","2013-05-04",1.971252567,"2015-11-15",9.433,13.5,10,40,"2018-04-27",NA,2.43532889874353,5,"2016-11-01",5,7,"11/23/16",1816.1,10,3861.519538,"","nov",0.00333333333333333,0.0466666666666667,0,0.403333333333333,0.213333333333333,0.226666666666667,0,1,1,300,0.696,131187483.281444,"med",9.96,0.0325463159384765
"tws","bong","2015-11-11",2.53251197809719,2015,11,"2022-03-05 12:00:00",227,4005.896859,2436.64397634885,"M",0.66,22,"nov","bonn","2013-05-04",1.971252567,"2015-11-15",50.027,0.5,10,40,"2018-04-27",NA,1.21766444937177,5,"2016-11-01",10,4,"11/18/16",3289.82,5,3391.537765,"","nov",0.00333333333333333,0.0466666666666667,0,0.403333333333333,0.213333333333333,0.226666666666667,0,1,1,300,0.696,131187483.281444,"med",9.96,0.10534575742317
"tws","atom","2015-11-12",6.72963723477071,2015,11,"2022-03-05 10:55:00",228,1818.720482,567.671419637273,"F",0.92,26,"nov","arte","2009-02-21",2.795345654,"2015-11-15",13.774,15.3,10,40,"2018-04-27",NA,1.03033145716073,5,"2016-11-01",10,4,"11/18/16",1765.18,5,1305.47821,"","nov",0,0.0132890365448505,0.0631229235880399,0.332225913621262,0.285714285714286,0.186046511627907,0,3,1,301,0.556,131187483.281444,"med",9.96,0.265668153006938
"twn","safi","2015-11-12",2.71868583162218,2015,11,"2022-03-05 11:56:00",229,6804.854283,328.351916376307,"F",0.78,28,"nov","saph","2013-02-25",1.741273101,"2015-11-15",8.58,2,10,40,"2018-04-27",NA,0.956736353077816,5,"2016-11-01",10,4,"11/18/16",7112.57,5,6204.408832,"","nov",0,0.0142857142857143,0.0428571428571429,0.317857142857143,0.314285714285714,0.185714285714286,0,0,0,280,0.818,119557042.557833,"med",9.96,0.0753265978075985
"twn","onyx","2015-11-13",2.75975359342916,2015,11,"2022-03-05 11:12:00",230,1782.742337,215.715345528455,"M",0.08,4,"nov","opal","2013-02-10",1.631759069,"2015-11-15",3.221,20.7,18,10,"2018-05-15",NA,6.69715447154472,5,"2016-11-01",2,9,"11/24/16",266.194,13,2264.001612,"","nov",0.0766666666666667,0,0,0.306666666666667,0.27,0.213333333333333,0,0,1,300,0.909,119557042.557833,"med",9.96,-0.0426958714141801
"gn","dais","2015-11-18",5.73032169746749,2015,11,"2022-03-05 12:35:00",231,2015.650023,3866.37145438121,"F",0.56,18,"nov","daff","2010-02-21",1.98220397,"2015-11-15",32.474,18,6,80,"2018-01-26",NA,1.48825654923216,5,"2016-11-01",5,7,"11/23/16",1354.37,10,1645.57528,"","nov",0,0.00666666666666667,0.01,0.433333333333333,0.32,0.15,0,0,0,300,0,117032983.428846,"med",9.96,0.103682687196137
"gn","spad","2015-11-18",5.82340862422998,2015,11,"2022-03-05 12:00:00",232,14774.85006,502.719324577861,"F",0.72,26,"nov","spik","2010-01-18",2.258726899,"2015-11-15",12.198,1.8,2,40,"2018-01-16",NA,1.03033145716073,5,"2016-11-01",10,4,"11/18/16",14339.9,5,13551.33504,"","nov",0,0.0333333333333333,0.0466666666666667,0.36,0.313333333333333,0.183333333333333,0,0,0,300,0.368,117032983.428846,"med",9.96,0.0656681530069382
"gn","dann","2015-11-18",2.78439425051335,2015,11,"2022-03-05 11:55:00",233,6295.030528,5425.1237398374,"M",0.56,20,"nov","daff","2013-02-01",1.552361396,"2015-11-15",50.629,4.1,6,80,"2018-01-26",NA,1.33943089430894,5,"2016-11-01",5,7,"11/23/16",4699.78,10,5710.287285,"","nov",0.02,0.02,0,0.416666666666667,0.296666666666667,0.163333333333333,0,0,4,300,0,117032983.428846,"med",9.96,0.0546818066400615
"twn","king","2015-11-18",4.03559206023272,2015,11,"2022-03-05 15:50:00",234,2440.684187,168.286097560976,"M",0.54,20,"nov","kipp","2011-11-02",2.045174538,"2015-11-15",3.141,20.2,11,40,"2018-04-27",NA,1.33943089430894,5,"2016-11-01",5,7,"11/23/16",1822.18,10,2295.968747,"","nov",0.1,0,0,0.39,0.23,0.163333333333333,0,0,2,300,0.364,119557042.557833,"med",9.96,0.0346818066400615
"twn","kabu","2015-11-18",2.57631759069131,2015,11,"2022-03-05 14:10:00",235,7140.567917,377.307379612258,"F",0.86,26,"nov","kayl","2013-04-18",1.604380561,"2015-11-15",9.155,16,11,40,"2018-04-27",NA,1.03033145716073,5,"2016-11-01",10,4,"11/18/16",6930.36,5,5483.095372,"","nov",0,0.0167224080267559,0,0.317725752508361,0.311036789297659,0.210702341137124,0,0,4,299,0.455,119557042.557833,"med",9.96,0.205668153006938
"twn","petr","2015-11-18",5.61806981519507,2015,11,"2022-03-05 14:17:00",236,5996.018568,451.120325203252,"F",0.8,31,"nov","park","2010-04-03",2.565366188,"2015-11-15",13.051,0.1,11,40,"2018-04-27",NA,0.864148964070286,5,"2016-11-01",10,4,"11/18/16",6938.64,5,5901.369732,"","nov",0,0.0566666666666667,0.116666666666667,0.263333333333333,0.266666666666667,0.173333333333333,0.0233333333333333,0,0,300,0.091,119557042.557833,"med",9.96,0.0191858237695591
"gn","ting","2015-11-18",4.82409308692676,2015,11,"2022-03-05 16:40:00",237,8433.056911,663.578418329638,"M",1.04,33,"nov","tang","2011-01-18",2.704996578,"2015-11-15",20.436,0.3,2,40,"2018-01-16",NA,0.811776299581178,5,"2016-11-01",10,4,"11/18/16",10388.4,5,6796.475891,"","nov",0.0132890365448505,0.0332225913621262,0,0.435215946843854,0.345514950166113,0.129568106312292,0,0,1,301,0.526,117032983.428846,"med",9.96,0.208006346918179
"gn","renl","2015-11-18",2.55167693360712,2015,11,"2022-03-05 16:25:00",238,37378.15854,1535.38205246203,"M",1.84,53,"nov","robe","2013-04-27",1.834360027,"2015-11-15",75.942,13.3,5,40,"2018-01-25",NA,0.505445620493941,5,"2016-11-01",20,1,"11/8/16",73950.9,1,27346.01812,"","nov",0.0166666666666667,0.03,0.0166666666666667,0.36,0.293333333333333,0.206666666666667,0.00333333333333333,0,1,300,0.263,117032983.428846,"med",9.96,0.477777302059504
"gn","dean","2015-11-18",4.84873374401095,2015,11,"2022-03-05 14:15:00",239,1970.66784,339.411788617886,"M",0.18,8,"nov","desd","2011-01-09",2.302532512,"2015-11-15",2.534,2.3,5,40,"2018-01-25",NA,3.34857723577236,5,"2016-11-01",2,9,"11/24/16",588.509,13,2224.585285,"","nov",0.02,0.03,0.01,0.426666666666667,0.266666666666667,0.203333333333333,0.00333333333333333,1,0,300,0.211,117032983.428846,"med",9.96,-0.0363404399357237
"gn","mend","2015-11-18",5.77960301163587,2015,11,"2022-03-05 16:10:00",240,41869.91524,1470.37762722072,"F",1.74,54,"nov","merl","2010-02-03",2.236824093,"2015-11-15",74.099,4.3,6,40,"2018-01-26",NA,0.49608551641072,5,"2016-11-01",20,1,"11/8/16",84400.6,1,33003.86045,"","nov",0,0.0438871473354232,0.0188087774294671,0.401253918495298,0.225705329153605,0.225705329153605,0,0,2,319,0.737,117032983.428846,"med",9.96,0.350386032081928
"tws","tesl","2015-11-19",2.70225872689938,2015,11,"2022-03-05 11:20:00",241,14398.32612,895.305936493327,"F",1.84,53,"nov","twin","2013-03-03",1.49486653,"2015-11-15",44.283,5,11,40,"2018-04-27",NA,0.505445620493941,5,"2016-11-01",20,1,"11/8/16",28486.4,1,10533.876,"","nov",0,0.0733333333333333,0.0566666666666667,0.25,0.313333333333333,0.193333333333333,0,1,0,300,1,131187483.281444,"med",9.96,0.477777302059504
"tws","blas","2015-11-23",3.78370978781656,2015,11,"2022-03-05 12:30:00",242,4098.695743,525.503387533875,"M",1.62,36,"nov","blaz","2012-02-02",1.817932923,"2015-11-15",17.655,11.1,11,40,"2018-04-27",NA,0.74412827461608,5,"2016-11-01",10,4,"11/18/16",5508.05,5,2313.403114,"","nov",0.0433333333333333,0.0233333333333333,0,0.396666666666667,0.253333333333333,0.183333333333333,0,0,0,300,0.13,131187483.281444,"med",9.96,0.71060869040208
"tws","peke","2015-11-23",4.87611225188227,2015,11,"2022-03-05 12:03:00",243,7286.627705,480.505378361476,"M",1.48,26,"nov","pans","2010-12-30",2.814510609,"2015-11-15",11.659,1.4,11,40,"2018-04-27",NA,1.03033145716073,5,"2016-11-01",10,4,"11/18/16",7072.12,5,3251.294896,"","nov",0,0.04,0.0133333333333333,0.363333333333333,0.263333333333333,0.22,0,0,0,300,0.174,131187483.281444,"med",9.96,0.825668153006938
"gn","pira","2015-11-23",4.79945242984257,2015,11,"2022-03-05 10:54:00",244,2265.61211,4873.38536585366,"M",0.74,19,"nov","pinc","2011-01-27",1.35797399,"2015-11-15",43.206,0.1,6,80,"2018-01-26",NA,1.40992725716731,5,"2016-11-01",5,7,"11/23/16",1606.9,10,1477.493529,"","nov",0.01,0,0,0.49,0.31,0.12,0.0166666666666667,2,2,300,0.947,117032983.428846,"med",9.96,0.259224143000701
"tws","fris","2015-11-23",6.71594798083504,2015,11,"2022-03-05 10:00:00",245,11729.70544,909.370544090056,"M",1.52,26,"nov","flet","2009-02-26",1.418206708,"2015-11-15",22.065,0.8,11,40,"2018-04-27",NA,1.03033145716073,5,"2016-11-01",10,4,"11/18/16",11384.4,5,5096.065661,"","nov",0.0166666666666667,0.0133333333333333,0.0233333333333333,0.43,0.26,0.143333333333333,0,4,6,300,0.625,131187483.281444,"med",9.96,0.865668153006938
"tws","brav","2015-11-23",2.63655030800821,2015,11,"2022-03-05 15:15:00",246,18491.96862,781.284682926829,"M",1.16,25,"nov","bow","2013-03-27",3.370294319,"2015-11-15",18.228,8.6,11,40,"2018-04-27",NA,1.07154471544715,5,"2016-11-01",10,4,"11/18/16",17257.3,5,10122.39583,"","nov",0.0166666666666667,0.00666666666666667,0,0.33,0.32,0.21,0,0,0,300,0.826,131187483.281444,"med",9.96,0.530713242358802
"tws","tatu","2015-11-23",6.70773442847365,2015,11,"2022-03-05 14:30:00",247,5265.579661,849.556368563686,"M",0.94,30,"nov","twin","2009-03-01",2.945927447,"2015-11-15",23.785,1.6,11,40,"2018-04-27",NA,0.892953929539295,5,"2016-11-01",10,4,"11/18/16",5896.81,5,4268.327529,"","nov",0,0.0233333333333333,0.01,0.363333333333333,0.266666666666667,0.2,0,1,0,300,1,131187483.281444,"med",9.96,0.184649873947443
"tws","boyd","2015-11-23",3.61396303901437,2015,11,"2022-03-05 15:35:00",248,3681.693699,496.259146341463,"F",0.58,24,"nov","buai","2012-04-04",2.740588638,"2015-11-15",11.115,15.1,11,40,"2018-04-27",NA,1.11619241192412,5,"2016-11-01",10,4,"11/18/16",3298.44,5,3869.448326,"","nov",0,0.00333333333333333,0.0333333333333333,0.403333333333333,0.29,0.18,0,2,2,300,0.217,131187483.281444,"med",9.96,-0.0243254604545381
"twn","ruki","2015-11-24",4.73100616016427,2015,11,"2022-03-05 10:38:00",249,2629.41,720.384204413473,"M",0.32,7,"nov","rave","2011-02-21",2.770704997,"2015-11-15",18.824,6.1,11,10,"2018-04-27",NA,3.82694541231127,5,"2016-11-01",2,9,"11/24/16",687.078,13,1460.913563,"","nov",0.0633333333333333,0,0.00333333333333333,0.37,0.306666666666667,0.166666666666667,0,2,3,300,0.273,119557042.557833,"med",9.96,0.127196390442468
"gn","renl","2015-11-24",2.55167693360712,2015,11,"2022-03-05 09:45:00",250,4249.657046,883.905329719964,"M",0.38,9,"nov","robe","2013-04-27",1.834360027,"2015-11-15",7.424,11.6,5,40,"2018-01-25",NA,2.97651309846432,5,"2016-11-01",2,9,"11/24/16",1427.73,13,2556.412574,"","nov",0.0166666666666667,0.03,0.0166666666666667,0.36,0.293333333333333,0.206666666666667,0.00333333333333333,0,1,300,0.263,117032983.428846,"med",9.96,0.14003893752088
"gn","stre","2015-11-24",6.69952087611225,2015,11,"2022-03-05 09:35:00",251,42124.74444,609.208888888889,"F",0.5,15,"nov","sput","2009-03-04",3.06091718,"2015-11-15",4.264,7.3,6,80,"2018-01-26",NA,1.78590785907859,5,"2016-11-01",5,7,"11/23/16",23587.3,10,32097.90467,"","nov",0,0.01,0.0733333333333333,0.323333333333333,0.323333333333333,0.193333333333333,0,0,0,300,0.684,117032983.428846,"med",9.96,0.116555566791221
"gn","mayh","2015-11-24",5.67282683093771,2015,11,"2022-03-05 09:20:00",252,28036.6103,623.138970189702,"F",0.56,15,"nov","mixu","2010-03-14",2.214921287,"2015-11-15",8.723,10.3,4,40,"2018-01-25",NA,1.78590785907859,5,"2016-11-01",5,7,"11/23/16",15698.8,10,19074.22433,"","nov",0,0.1,0.04,0.283333333333333,0.36,0.156666666666667,0,0,0,300,0.789,117032983.428846,"med",9.96,0.176555566791221
"tws","bike","2015-11-24",6.63928815879535,2015,11,"2022-03-05 08:30:00",253,8519.584146,584.728556910569,"M",0.34,8,"nov","bif","2009-03-26",2.264202601,"2015-11-15",17.462,4.8,11,10,"2018-04-27",NA,3.34857723577236,5,"2016-11-01",2,9,"11/24/16",2544.24,13,5091.521894,"","nov",0,0.00333333333333333,0.00333333333333333,0.32,0.4,0.16,0,1,3,300,0.261,131187483.281444,"med",9.96,0.123659560064276
"twn","davi","2015-11-25",2.18206707734428,2015,11,"2022-03-05 14:28:00",254,16901.20691,602.208130081301,"F",0.76,11,"nov","didg","2013-09-09",1.349760438,"2015-11-15",6.182,20.5,11,40,"2018-04-27",NA,2.43532889874353,5,"2016-11-01",5,7,"11/23/16",6940.01,10,6213.194661,"","nov",0,0.04,0.03,0.353333333333333,0.283333333333333,0.153333333333333,0,1,0,300,1,119557042.557833,"med",9.96,0.472546315938477
"twn","ruki","2015-11-25",4.73100616016427,2015,11,"2022-03-05 16:45:00",255,1638.04585,542.558807588076,"M",0.58,12,"nov","rave","2011-02-21",2.770704997,"2015-11-15",6.076,7.7,11,40,"2018-04-27",NA,2.23238482384824,5,"2016-11-01",5,7,"11/23/16",733.765,10,860.7904801,"","nov",0.0633333333333333,0,0.00333333333333333,0.37,0.306666666666667,0.166666666666667,0,2,3,300,0.273,119557042.557833,"med",9.96,0.268674316899469
"twn","keny","2015-11-25",5.76865160848734,2015,11,"2022-03-05 14:45:00",256,3122.015412,194.229126899965,"M",0.86,23,"nov","kayl","2010-02-07",2.453114305,"2015-11-15",4.169,1.1,11,40,"2018-04-27",NA,1.16472251679039,5,"2016-11-01",10,4,"11/18/16",2680.48,5,2120.716309,"","nov",0,0.01,0.01,0.386666666666667,0.27,0.193333333333333,0,0,4,300,0.455,119557042.557833,"med",9.96,0.280552044566918
"twn","amos","2015-11-25",5.74401095140315,2015,11,"2022-03-05 15:00:00",257,9687.236218,473.673790166473,"M",0.98,21,"nov","ambe","2010-02-16",2.650239562,"2015-11-15",9.283,3.1,11,40,"2018-04-27",NA,1.27564847077042,5,"2016-11-01",5,8,"11/23/16",7593.97,11,5272.435285,"","nov",0.0133333333333333,0.0366666666666667,0.0166666666666667,0.373333333333333,0.27,0.173333333333333,0,0,2,300,0.636,119557042.557833,"med",9.96,0.450055678114218
"gn","ropa","2015-11-26",5.90280629705681,2015,11,"2022-03-05 12:40:00",258,16661.29251,679.493292682927,"M",0.76,24,"nov","robe","2009-12-20",3.529089665,"2015-11-15",15.219,15.6,2,40,"2018-01-16",NA,1.11619241192412,5,"2016-11-01",10,4,"11/18/16",14926.9,5,13363.63138,"","nov",0.02,0.0466666666666667,0.04,0.423333333333333,0.28,0.15,0.0166666666666667,2,2,300,0.263,117032983.428846,"med",9.96,0.155674539545462
"gn","dean","2015-11-26",4.84873374401095,2015,11,"2022-03-05 14:10:00",259,15358.58435,616.093563685637,"M",0.72,24,"nov","desd","2011-01-09",2.302532512,"2015-11-15",13.799,14.4,2,40,"2018-01-16",NA,1.11619241192412,5,"2016-11-01",10,4,"11/18/16",13759.8,5,13003.1353,"","nov",0.02,0.03,0.01,0.426666666666667,0.266666666666667,0.203333333333333,0.00333333333333333,1,0,300,0.211,117032983.428846,"med",9.96,0.115674539545462
"gn","dext","2015-11-26",2.64476386036961,2015,11,"2022-03-05 09:30:00",260,15172.62669,583.143563685637,"M",0.8,24,"nov","dj","2013-03-24",1.80698152,"2015-11-15",13.061,0.4,2,40,"2018-01-16",NA,1.11619241192412,5,"2016-11-01",10,4,"11/18/16",13593.2,5,11561.12711,"","nov",0.00664451827242525,0,0,0.378737541528239,0.32890365448505,0.199335548172757,0,0,0,301,0.579,117032983.428846,"med",9.96,0.195674539545462
"gn","spor","2015-11-26",2.18754277891855,2015,11,"2022-03-05 09:35:00",261,3808.103829,NA,"F",0.22,5,"nov","spik","2013-09-07",2.168377823,"2015-11-15",NA,NA,NA,NA,NA,NA,5.35772357723577,5,"2016-11-01",2,9,"11/24/16",710.769,13,2198.235684,"","nov",0,0.05,0,0.433333333333333,0.183333333333333,0.233333333333333,0.02,0,0,300,0.368,117032983.428846,"med",9.96,0.0740186747032401
"gn","mole","2015-11-26",2.58179329226557,2015,11,"2022-03-05 14:28:00",262,3966.054878,NA,"F",1.06,28,"nov","merl","2013-04-16",1.467488022,"2015-11-15",NA,NA,NA,NA,NA,NA,0.956736353077816,5,"2016-11-01",10,4,"11/18/16",4145.4,5,2660.902945,"","nov",0.01,0.02,0,0.34,0.27,0.23,0,0,1,300,0.737,117032983.428846,"med",9.96,0.355326597807599
"twn","pam","2015-11-26",2.68856947296372,2015,11,"2022-03-05 12:40:00",263,8585.015346,274.04756097561,"F",0.3,8,"nov","park","2013-03-08",1.796030116,"2015-11-15",2.046,12.2,11,40,"2018-04-27",NA,3.34857723577236,5,"2016-11-01",2,9,"11/24/16",2563.78,13,5814.708623,"","nov",0,0,0,0.276666666666667,0.396666666666667,0.166666666666667,0,2,0,300,0.091,119557042.557833,"med",9.96,0.0836595600642762
"tws","blas","2015-11-27",3.78370978781656,2015,11,"2022-03-05 12:23:00",264,14517.50761,953.564894725871,"M",0.76,39,"nov","blaz","2012-02-02",1.817932923,"2015-11-15",34.706,14.8,11,40,"2018-04-27",NA,0.68688763810715,5,"2016-11-01",20,9,"11/24/16",21135.2,14,18921.74677,"redo, in singlet, originally in batch 1, run 1","nov",0.0433333333333333,0.0233333333333333,0,0.396666666666667,0.253333333333333,0.183333333333333,0,0,0,300,0.13,131187483.281444,"med",9.96,-0.227543095600856
