"group","subj","date","age","year","month","time","sample_number","stdsg_CP","neo_sg","sex","Cr","SG","month.name","mum","bday","weaning","mid","neo_value","neo_CV","neo_plate_number","neo_dilution","neo_date_assayed","neo_note","SG_corr_fac","Cr.plate.number","Cr.date","cp_dilution","cp_run","cp_assay_date","pg.ml_ucp","cp_batch","stdcr_CP","cp_note","month_name","pl","gmd","gm","r","f","m","sl","n_agg_g","n_agg_r","n_obs","mrank","fai","fai_cat","avg_rain","cr_resid"
"twn","keny","2016-02-18",6.02053388090349,2016,2,"2022-03-05 09:35:00",505,6897.939483,372.621033307107,"M",0.56,31,"feb","kayl","2010-02-07",2.453114305,"2016-02-15",10.78,18.2,15,40,NA,NA,0.864148964070286,9,"2016-11-04",10,6,"11/21/16",7982.35,7,9698.64796,"","feb",0.0166666666666667,0.0194444444444444,0.0194444444444444,0.444444444444444,0.294444444444444,0.125,0,0,1,360,0.455,572666.5375,"low",1.33448275862069,-0.220814176230441
"twn","safi","2016-02-18",2.97056810403833,2016,2,"2022-03-05 14:22:00",506,2514.230849,222.246311352002,"F",0.42,27,"feb","saph","2013-02-25",1.741273101,"2016-02-15",5.6,17.3,15,40,"2018-05-14",NA,0.992171032821439,9,"2016-11-04",10,6,"11/21/16",2534.07,7,4105.232642,"","feb",0.00277777777777778,0.05,0.0611111111111111,0.355555555555556,0.252777777777778,0.197222222222222,0,1,0,360,0.818,572666.5375,"low",1.33448275862069,-0.25946072851013
"gn","spor","2016-02-19",2.4394250513347,2016,2,"2022-03-05 09:40:00",507,18745.62239,NA,"F",0.68,28,"feb","spik","2013-09-07",2.168377823,"2016-02-15",NA,NA,NA,NA,NA,NA,0.956736353077816,9,"2016-11-04",10,6,"11/21/16",19593.3,7,19605.01288,"","feb",0.00555555555555556,0.0361111111111111,0.0138888888888889,0.444444444444444,0.2,0.230555555555556,0,0,0,360,0.368,1746739.10288462,"low",1.33448275862069,-0.0246734021924015
"gn","pira","2016-02-19",5.05133470225873,2016,2,"2022-03-05 11:10:00",508,13862.2168,298.70120719389,"M",0.84,33,"feb","pinc","2011-01-27",1.35797399,"2016-02-15",9.199,4.2,6,40,"2018-01-26",NA,0.811776299581178,9,"2016-11-04",10,6,"11/21/16",17076.4,7,13832.01622,"","feb",0.0833333333333333,0,0.0166666666666667,0.375,0.241666666666667,0.219444444444444,0.0138888888888889,6,5,360,0.947,1746739.10288462,"low",1.33448275862069,0.00800634691817929
"gn","ropa","2016-02-19",6.15468856947296,2016,2,"2022-03-05 10:08:00",509,14223.07224,293.60325203252,"M",0.9,35,"feb","robe","2009-12-20",3.529089665,"2016-02-15",9.59,0.6,6,40,"2018-01-26",NA,0.765389082462253,9,"2016-11-04",10,6,"11/21/16",18582.8,7,14048.73109,"","feb",0.0501392757660167,0,0.0139275766016713,0.543175487465181,0.175487465181058,0.153203342618384,0.00278551532033426,5,7,359,0.263,1746739.10288462,"low",1.33448275862069,0.0164917014059838
"tws","bike","2016-02-19",6.8911704312115,2016,2,"2022-03-05 13:00:00",510,35894.67185,494.705406504065,"M",1.28,40,"feb","bif","2009-03-26",2.264202601,"2016-02-15",18.467,7.7,15,40,"2018-05-14",NA,0.669715447154472,9,"2016-11-04",20,3,"11/16/16",53596.9,3,28490.3745,"","feb",0,0.0194986072423398,0.011142061281337,0.309192200557103,0.506963788300836,0.100278551532033,0,0,2,359,0.261,3108847.49027778,"low",1.33448275862069,0.266238724734425
"twn","king","2016-02-22",4.28747433264887,2016,2,"2022-03-05 08:55:00",511,5846.918306,274.246315237346,"M",0.52,31,"feb","kipp","2011-11-02",2.045174538,"2016-02-15",7.934,10,16,40,"2018-05-14",NA,0.864148964070286,9,"2016-11-04",10,6,"11/21/16",6766.1,7,8853.266245,"","feb",0.0361111111111111,0.00833333333333333,0,0.394444444444444,0.311111111111111,0.163888888888889,0,0,0,360,0.364,572666.5375,"low",1.33448275862069,-0.260814176230441
"twn","davi","2016-02-22",2.43394934976044,2016,2,"2022-03-05 11:30:00",512,23887.10147,374.999437148218,"F",0.46,26,"feb","didg","2013-09-09",1.349760438,"2016-02-15",9.099,19.1,16,40,"2018-05-14",NA,1.03033145716073,9,"2016-11-04",10,6,"11/21/16",23183.9,7,34292.33989,"","feb",0,0.0305555555555556,0.0583333333333333,0.333333333333333,0.297222222222222,0.186111111111111,0,0,0,360,1,572666.5375,"low",1.33448275862069,-0.194331846993062
"gn","dais","2016-02-22",5.98220396988364,2016,2,"2022-03-05 10:45:00",513,26905.20195,558.274796747967,"F",0.56,25,"feb","daff","2010-02-21",1.98220397,"2016-02-15",13.025,3.1,6,40,"2018-01-26",NA,1.07154471544715,9,"2016-11-04",10,6,"11/21/16",25108.8,7,30507.48362,"","feb",0,0.0222222222222222,0.0277777777777778,0.375,0.338888888888889,0.172222222222222,0,2,3,360,0,1746739.10288462,"low",1.33448275862069,-0.0692867576411978
"gn","stre","2016-02-22",6.95140314852841,2016,2,"2022-03-05 16:18:00",514,8281.998871,995.286449864499,"F",0.86,36,"feb","sput","2009-03-04",3.06091718,"2016-02-15",33.438,2.5,3,40,"2018-01-16",NA,0.74412827461608,9,"2016-11-04",10,6,"11/21/16",11129.8,7,8805.567801,"","feb",0.00277777777777778,0.0555555555555556,0.0722222222222222,0.419444444444444,0.213888888888889,0.172222222222222,0,3,1,360,0.684,1746739.10288462,"low",1.33448275862069,-0.0493913095979201
"gn","spor","2016-02-22",2.4394250513347,2016,2,"2022-03-05 15:05:00",515,13054.64144,344.282446415373,"F",0.9,44,"feb","spik","2013-09-07",2.168377823,"2016-02-15",14.137,8.2,6,40,"2018-01-26",NA,0.608832224685883,9,"2016-11-04",20,3,"11/16/16",21442.1,3,16210.38256,"","feb",0.00555555555555556,0.0361111111111111,0.0138888888888889,0.444444444444444,0.2,0.230555555555556,0,0,0,360,0.368,1746739.10288462,"low",1.33448275862069,-0.219471915576494
"gn","stre","2016-02-23",6.95140314852841,2016,2,"2022-03-05 11:05:00",516,3676.717961,217.166395663957,"F",0.56,27,"feb","sput","2009-03-04",3.06091718,"2016-02-15",5.472,5.1,3,40,"2018-01-16",NA,0.992171032821439,9,"2016-11-04",10,6,"11/21/16",3705.73,7,4502.50499,"","feb",0.00277777777777778,0.0555555555555556,0.0722222222222222,0.419444444444444,0.213888888888889,0.172222222222222,0,3,1,360,0.684,1746739.10288462,"low",1.33448275862069,-0.11946072851013
"gn","dext","2016-02-23",2.89664613278576,2016,2,"2022-03-05 10:10:00",517,4636.198943,118.227100271003,"M",0.24,15,"feb","dj","2013-03-24",1.80698152,"2016-02-15",1.655,10.8,5,40,"2018-01-25",NA,1.78590785907859,9,"2016-11-04",5,8,"11/23/16",2595.99,12,7359.702002,"","feb",0.0277777777777778,0.0138888888888889,0,0.491666666666667,0.225,0.172222222222222,0,0,1,360,0.579,1746739.10288462,"low",1.33448275862069,-0.143444433208779
"twn","davi","2016-02-24",2.43394934976044,2016,2,"2022-03-05 14:30:00",518,4983.575881,245.160501355014,"F",0.84,24,"feb","didg","2013-09-09",1.349760438,"2016-02-15",5.491,5.2,16,40,"2018-05-14",NA,1.11619241192412,9,"2016-11-04",10,6,"11/21/16",4464.8,7,3616.522571,"","feb",0,0.0305555555555556,0.0583333333333333,0.333333333333333,0.297222222222222,0.186111111111111,0,0,0,360,1,572666.5375,"low",1.33448275862069,0.235674539545462
"twn","onyx","2016-02-24",3.01163586584531,2016,2,"2022-03-05 15:00:00",519,22712.44078,248.136139008449,"M",0.88,51,"feb","opal","2013-02-10",1.631759069,"2016-02-15",11.81,13.3,16,40,"2018-05-14",NA,0.525267017376056,9,"2016-11-04",20,3,"11/16/16",43239.8,3,33432.54677,"","feb",0.00835654596100279,0.00835654596100279,0,0.426183844011142,0.295264623955432,0.175487465181058,0,0,0,359,0.909,572666.5375,"low",1.33448275862069,-0.427691534480957
"tws","blas","2016-03-08",4.11498973305955,2016,3,"2022-03-05 10:38:00",520,4914.8854,128.406775067751,"M",0.24,12,"mar","blaz","2012-02-02",1.817932923,"2016-03-15",1.438,5.9,19,40,"2018-05-16",NA,2.23238482384824,9,"2016-11-04",5,8,"11/23/16",2201.63,12,6241.680715,"","mar",0.184563758389262,0,0,0.385906040268456,0.184563758389262,0.151006711409396,0.0402684563758389,0,0,298,0.13,108977575.177778,"med",2.5,-0.0713256831005314
"tws","bike","2016-03-08",6.97056810403833,2016,3,"2022-03-05 09:28:00",521,4940.386676,NA,"M",0.24,9,"mar","bif","2009-03-26",2.264202601,"2016-03-15",NA,NA,NA,NA,NA,NA,2.97651309846432,9,"2016-11-04",2,9,"11/24/16",1659.79,13,4705.549631,"","mar",0.0733333333333333,0.0366666666666667,0.02,0.513333333333333,0.156666666666667,0.14,0.0166666666666667,2,0,300,0.261,108977575.177778,"med",2.5,3.89375208803694e-05
"tws","atom","2016-03-10",7.06091718001369,2016,3,"2022-03-05 14:58:00",522,4926.548596,298.766149297857,"F",0.32,11,"mar","arte","2009-02-21",2.795345654,"2016-03-15",3.067,2.4,16,40,"2018-05-14",NA,2.43532889874353,9,"2016-11-04",5,8,"11/23/16",2022.95,12,4301.338554,"","mar",0.03,0.0133333333333333,0.0433333333333333,0.403333333333333,0.223333333333333,0.166666666666667,0,2,1,300,0.556,108977575.177778,"med",2.5,0.0325463159384765
"gn","mayh","2016-03-10",6.0041067761807,2016,3,"2022-03-05 12:20:00",523,NA,NA,"F",NA,NA,"mar","mixu","2010-03-14",2.214921287,"2016-03-15",NA,NA,NA,NA,NA,NA,NA,9,"2016-11-04",NA,NA,"",NA,NA,NA,"","mar",0.0167785234899329,0.0335570469798658,0.063758389261745,0.298657718120805,0.268456375838926,0.228187919463087,0,6,1,298,0.789,40715871.9509615,"low",2.5,NA
"tws","tesl","2016-03-10",3.03353867214237,2016,3,"2022-03-05 15:30:00",524,2930.869971,393.333449477352,"F",0.14,7,"mar","twin","2013-03-03",1.49486653,"2016-03-15",10.278,9.3,19,10,"2018-05-16",NA,3.82694541231127,9,"2016-11-04",2,9,"11/24/16",765.851,13,3722.07144,"","mar",0.0566666666666667,0.0366666666666667,0.0566666666666667,0.376666666666667,0.173333333333333,0.183333333333333,0.0433333333333333,2,1,300,1,108977575.177778,"med",2.5,-0.0528036095575319
"tws","bong","2016-03-10",2.86379192334018,2016,3,"2022-03-05 15:05:00",525,951.576355,432.011111111111,"M",0.02,3,"mar","bonn","2013-05-04",1.971252567,"2016-03-15",4.838,5,16,10,"2018-05-14",NA,8.92953929539295,9,"2016-11-04",2,9,"11/24/16",106.565,13,3625.375955,"","mar",0.123333333333333,0.0133333333333333,0.00666666666666667,0.34,0.206666666666667,0.18,0,0,0,300,0.696,108977575.177778,"med",2.5,-0.079494209696804
"tws","sevi","2016-03-10",2.93497604380561,2016,3,"2022-03-05 14:35:00",526,2732.855736,NA,"F",0.2,18,"mar","sava","2013-04-08",1.735797399,"2016-03-15",NA,NA,NA,NA,NA,NA,1.48825654923216,9,"2016-11-04",5,8,"11/23/16",1836.28,12,6247.084276,"","mar",0.00668896321070234,0.0234113712374582,0.0100334448160535,0.331103678929766,0.301003344481605,0.190635451505017,0,0,2,299,0.87,108977575.177778,"med",2.5,-0.256317312803863
"tws","bike","2016-03-10",6.97056810403833,2016,3,"2022-03-05 15:35:00",527,1627.373595,717.795192647579,"M",0.38,23,"mar","bif","2009-03-26",2.264202601,"2016-03-15",15.407,4.7,16,40,"2018-05-14",NA,1.16472251679039,9,"2016-11-04",10,6,"11/21/16",1397.22,7,2501.783094,"","mar",0.0733333333333333,0.0366666666666667,0.02,0.513333333333333,0.156666666666667,0.14,0.0166666666666667,2,0,300,0.261,108977575.177778,"med",2.5,-0.199447955433082
"tws","peke","2016-03-11",5.20739219712526,2016,3,"2022-03-05 15:45:00",528,26160.18439,737.937127371274,"M",0.88,39,"mar","pans","2010-12-30",2.814510609,"2016-03-15",26.858,7.1,16,40,"2018-05-14",NA,0.68688763810715,9,"2016-11-04",20,3,"11/16/16",38085.1,3,29446.98835,"","mar",0.09,0,0,0.493333333333333,0.136666666666667,0.19,0.01,2,2,300,0.174,108977575.177778,"med",2.5,-0.107543095600856
"twn","amos","2016-03-11",6.07529089664613,2016,3,"2022-03-05 14:25:00",529,2036.284376,298.49508660304,"M",0.56,23,"mar","ambe","2010-02-16",2.650239562,"2016-03-15",6.407,5,16,40,"2018-05-14",NA,1.16472251679039,9,"2016-11-04",10,6,"11/21/16",1748.3,7,2124.204805,"","mar",0.0392857142857143,0.0357142857142857,0.0285714285714286,0.371428571428571,0.235714285714286,0.214285714285714,0,3,2,280,0.636,106302595.085417,"med",2.5,-0.0194479554330821
"tws","boyd","2016-03-11",3.94524298425736,2016,3,"2022-03-05 12:45:00",530,10061.01238,249.535975609756,"F",0.34,24,"mar","buai","2012-04-04",2.740588638,"2016-03-15",5.589,17.1,16,40,"2018-05-14",NA,1.11619241192412,9,"2016-11-04",10,6,"11/21/16",9013.69,7,18038.15677,"","mar",0.0333333333333333,0.00666666666666667,0.04,0.416666666666667,0.19,0.21,0,2,4,300,0.217,108977575.177778,"med",2.5,-0.264325460454538
"twn","king","2016-03-11",4.3668720054757,2016,3,"2022-03-05 11:55:00",531,984.2093564,183.412737127371,"M",0.44,18,"mar","kipp","2011-11-02",2.045174538,"2016-03-15",3.081,17.7,16,40,"2018-05-14",NA,1.48825654923216,9,"2016-11-04",5,8,"11/23/16",661.317,12,1022.646336,"","mar",0.053156146179402,0.026578073089701,0.0166112956810631,0.378737541528239,0.232558139534884,0.182724252491694,0.0598006644518272,0,3,301,0.364,106302595.085417,"med",2.5,-0.0163173128038628
"twn","ruki","2016-03-11",5.06228610540726,2016,3,"2022-03-05 12:30:00",532,1775.311472,266.040740740741,"M",0.44,18,"mar","rave","2011-02-21",2.770704997,"2016-03-15",4.469,20.4,16,40,"2018-05-14",NA,1.48825654923216,9,"2016-11-04",5,8,"11/23/16",1192.88,12,1844.643888,"","mar",0.116666666666667,0,0.00333333333333333,0.406666666666667,0.156666666666667,0.216666666666667,0,1,3,300,0.273,106302595.085417,"med",2.5,-0.0163173128038628
"tws","dame","2016-03-11",4.18617385352498,2016,3,"2022-03-05 11:55:00",533,6170.371183,271.755645889792,"F",0.3,18,"mar","dixi","2012-01-07",1.869952088,"2016-03-15",4.565,9.4,16,40,"2018-05-14",NA,1.48825654923216,9,"2016-11-04",5,8,"11/23/16",4146.04,12,9403.308607,"","mar",0.0133333333333333,0,0.04,0.536666666666667,0.15,0.19,0,1,2,300,0.957,108977575.177778,"med",2.5,-0.156317312803863
"gn","dext","2016-03-11",2.97604380561259,2016,3,"2022-03-05 16:11:00",534,17115.10697,329.75378690629,"M",0.92,38,"mar","dj","2013-03-24",1.80698152,"2016-03-15",11.694,14.3,6,40,"2018-01-26",NA,0.704963628583654,9,"2016-11-04",20,3,"11/16/16",24278,3,17955.33598,"","mar",0.0833333333333333,0.04,0,0.316666666666667,0.283333333333333,0.2,0,4,1,300,0.579,40715871.9509615,"low",2.5,-0.0414087081013396
"gn","dais","2016-03-11",6.06160164271047,2016,3,"2022-03-05 16:28:00",535,16082.13462,1027.77623514697,"F",1.5,26,"mar","daff","2010-02-21",1.98220397,"2016-03-15",24.938,15.1,3,40,"2018-01-16",NA,1.03033145716073,9,"2016-11-04",10,6,"11/21/16",15608.7,7,7080.174,"","mar",0,0.02,0.05,0.383333333333333,0.236666666666667,0.176666666666667,0,0,3,300,0,40715871.9509615,"low",2.5,0.845668153006938
"gn","stre","2016-03-11",7.03080082135524,2016,3,"2022-03-05 15:22:00",536,24546.81646,760.731805863513,"F",1.42,33,"mar","sput","2009-03-04",3.06091718,"2016-03-15",23.428,0.7,6,40,"2018-01-26",NA,0.811776299581178,9,"2016-11-04",10,6,"11/21/16",30238.4,7,14489.01692,"","mar",0.00666666666666667,0.0366666666666667,0.0866666666666667,0.52,0.1,0.2,0,0,0,300,0.684,40715871.9509615,"low",2.5,0.588006346918179
"gn","mole","2016-03-11",2.91307323750856,2016,3,"2022-03-05 16:53:00",537,10923.96976,475.165788617886,"F",0.52,25,"mar","merl","2013-04-16",1.467488022,"2016-03-15",11.086,10.7,3,40,"2018-01-16",NA,1.07154471544715,9,"2016-11-04",10,6,"11/21/16",10194.6,8,13339.36951,"","mar",0.02,0.0166666666666667,0.0433333333333333,0.363333333333333,0.246666666666667,0.226666666666667,0,1,0,300,0.737,40715871.9509615,"low",2.5,-0.109286757641198
"twn","keny","2016-03-12",6.09993155373032,2016,3,"2022-03-05 09:40:00",538,2290.384531,321.519811724433,"M",0.38,19,"mar","kayl","2010-02-07",2.453114305,"2016-03-15",5.701,14.5,16,40,"2018-05-14",NA,1.40992725716731,9,"2016-11-04",5,8,"11/23/16",1624.47,12,2908.684089,"","mar",0.0733333333333333,0.0266666666666667,0.0166666666666667,0.37,0.256666666666667,0.18,0,6,4,300,0.455,106302595.085417,"med",2.5,-0.100775856999299
"gn","stel","2016-03-12",2.85557837097878,2016,3,"2022-03-05 14:30:00",539,10020.99688,828.696964769648,"F",0.96,30,"mar","sput","2013-05-07",2.223134839,"2016-03-15",23.201,11.9,3,40,"2018-01-16",NA,0.892953929539295,9,"2016-11-04",10,6,"11/21/16",11222.3,8,7953.881157,"","mar",0.0866666666666667,0.02,0.01,0.36,0.17,0.24,0,0,1,300,0.684,40715871.9509615,"low",2.5,0.204649873947443
"twn","king","2016-03-12",4.3668720054757,2016,3,"2022-03-05 10:40:00",540,2056.460143,150.271389856756,"M",0.38,21,"mar","kipp","2011-11-02",2.045174538,"2016-03-15",2.945,18.5,16,40,"2018-05-14",NA,1.27564847077042,9,"2016-11-04",5,8,"11/23/16",1612.09,12,2886.517161,"","mar",0.053156146179402,0.026578073089701,0.0166112956810631,0.378737541528239,0.232558139534884,0.182724252491694,0.0598006644518272,0,3,301,0.364,106302595.085417,"med",2.5,-0.149944321885782
"twn","kabu","2016-03-12",2.90759753593429,2016,3,"2022-03-05 11:20:00",541,2134.600118,221.622235772358,"F",0.16,10,"mar","kayl","2013-04-18",1.604380561,"2016-03-15",8.273,5.9,16,10,"2018-05-14",NA,2.67886178861789,9,"2016-11-04",2,9,"11/24/16",796.831,13,3388.556219,"","mar",0.02,0.0466666666666667,0.00666666666666667,0.473333333333333,0.183333333333333,0.196666666666667,0,0,1,300,0.455,106302595.085417,"med",2.5,-0.10366547718772
"twn","pam","2016-03-12",3.01984941820671,2016,3,"2022-03-05 11:55:00",542,1897.405063,203.027958446251,"F",0.14,9,"mar","park","2013-03-08",1.796030116,"2016-03-15",6.821,2.5,16,10,"2018-05-14",NA,2.97651309846432,9,"2016-11-04",2,9,"11/24/16",637.459,13,3098.080355,"","mar",0.0166666666666667,0.04,0.0366666666666667,0.423333333333333,0.23,0.173333333333333,0,1,1,300,0.091,106302595.085417,"med",2.5,-0.0999610624791196
"gn","mend","2016-03-12",6.11088295687885,2016,3,"2022-03-05 10:00:00",543,3718.260163,NA,"F",0.1,3,"mar","merl","2010-02-03",2.236824093,"2016-03-15",NA,NA,NA,NA,NA,NA,8.92953929539295,9,"2016-11-04",2,9,"11/24/16",416.4,13,2833.212683,"","mar",0,0,0.0234113712374582,0.464882943143813,0.167224080267559,0.254180602006689,0,2,1,299,0.737,40715871.9509615,"low",2.5,0.000505790303195931
"twn","onyx","2016-03-14",3.09103353867214,2016,3,"2022-03-05 12:00:00",544,40922.49875,387.775547217011,"M",0.38,26,"mar","opal","2013-02-10",1.631759069,"2016-03-15",9.409,5.2,16,40,"2018-05-14",NA,1.03033145716073,9,"2016-11-04",10,6,"11/21/16",39717.8,8,71116.44591,"","mar",0.00333333333333333,0.0533333333333333,0.05,0.366666666666667,0.236666666666667,0.19,0,0,2,300,0.909,106302595.085417,"med",2.5,-0.274331846993062
"twn","allo","2016-03-14",2.93223819301848,2016,3,"2022-03-05 09:42:00",545,6997.893237,320.830229120473,"M",0.74,22,"mar","ambe","2013-04-09",3.394934976,"2016-03-15",6.587,17.8,16,40,"2018-05-14",NA,1.21766444937177,9,"2016-11-04",10,6,"11/21/16",5746.98,8,5284.165636,"","mar",0.226666666666667,0,0,0.353333333333333,0.2,0.16,0,1,1,300,0.636,106302595.085417,"med",2.5,0.18534575742317
"twn","safi","2016-03-14",3.04996577686516,2016,3,"2022-03-05 11:20:00",546,42121.08333,NA,"F",0.38,24,"mar","saph","2013-02-25",1.741273101,"2016-03-15",NA,NA,NA,NA,NA,NA,1.11619241192412,9,"2016-11-04",10,6,"11/21/16",37736.4,8,67568.66316,"","mar",0,0.0533333333333333,0.04,0.346666666666667,0.276666666666667,0.176666666666667,0,0,0,300,0.818,106302595.085417,"med",2.5,-0.224325460454538
"tws","fris","2016-03-14",7.04722792607803,2016,3,"2022-03-05 11:25:00",547,31589.91955,NA,"M",0.86,24,"mar","flet","2009-02-26",1.418206708,"2016-03-15",NA,NA,NA,NA,NA,NA,1.11619241192412,9,"2016-11-04",10,6,"11/21/16",28301.5,8,22391.30776,"","mar",0.02,0.0333333333333333,0.02,0.573333333333333,0.143333333333333,0.126666666666667,0,1,1,300,0.625,108977575.177778,"med",2.5,0.255674539545462
"tws","atom","2016-03-14",7.06091718001369,2016,3,"2022-03-05 11:45:00",548,NA,845.930975609756,"F",0.7,20,"mar","arte","2009-02-21",2.795345654,"2016-03-15",15.789,16.3,19,40,"2018-05-16",NA,1.33943089430894,9,"2016-11-04",5,NA,"",NA,NA,NA,"redo CVs too high, originally in batch 12 run 8","mar",0.03,0.0133333333333333,0.0433333333333333,0.403333333333333,0.223333333333333,0.166666666666667,0,2,1,300,0.556,108977575.177778,"med",2.5,0.194681806640061
"tws","tatu","2016-03-14",7.03901437371663,2016,3,"2022-03-05 11:17:00",549,28660.90933,657.788688582538,"M",0.88,23,"mar","twin","2009-03-01",2.945927447,"2016-03-15",14.119,6.3,16,40,"2018-05-14",NA,1.16472251679039,9,"2016-11-04",10,6,"11/21/16",24607.5,8,19026.25346,"","mar",0.0267558528428094,0.00668896321070234,0,0.387959866220736,0.25752508361204,0.22742474916388,0.00334448160535117,1,0,299,1,108977575.177778,"med",2.5,0.300552044566918
"tws","dubl","2016-03-14",7.0280629705681,2016,3,"2022-03-05 08:40:00",550,12709.69902,410.294471544715,"M",0.74,20,"mar","dixi","2009-03-05",2.321697467,"2016-03-15",7.658,10.4,16,40,"2018-05-14",NA,1.33943089430894,9,"2016-11-04",5,8,"11/23/16",9488.88,12,8724.723876,"","mar",0.16,0,0,0.386666666666667,0.146666666666667,0.156666666666667,0.0666666666666667,1,1,300,0.957,108977575.177778,"med",2.5,0.234681806640061
"gn","dext","2016-03-14",2.97604380561259,2016,3,"2022-03-05 14:38:00",551,5555.144529,384.148780487805,"M",0.56,24,"mar","dj","2013-03-24",1.80698152,"2016-03-15",8.604,15.7,3,40,"2018-01-16",NA,1.11619241192412,9,"2016-11-04",10,6,"11/21/16",4976.87,8,6046.954853,"","mar",0.0833333333333333,0.04,0,0.316666666666667,0.283333333333333,0.2,0,4,1,300,0.579,40715871.9509615,"low",2.5,-0.044325460454538
"gn","spad","2016-03-14",6.15468856947296,2016,3,"2022-03-05 14:22:00",552,8515.60554,361.824932249323,"F",0.62,27,"mar","spik","2010-01-18",2.258726899,"2016-03-15",9.117,14.5,3,40,"2018-01-16",NA,0.992171032821439,9,"2016-11-04",10,6,"11/21/16",8582.8,8,9419.020876,"","mar",0.00664451827242525,0.0132890365448505,0.0166112956810631,0.401993355481728,0.292358803986711,0.182724252491694,0,1,0,301,0.368,40715871.9509615,"low",2.5,-0.0594607285101296
"gn","renl","2016-03-15",2.8829568788501,2016,3,"2022-03-05 15:45:00",553,4610.814049,NA,"M",0.6,25,"mar","robe","2013-04-27",1.834360027,"2016-03-15",NA,NA,NA,NA,NA,NA,1.07154471544715,9,"2016-11-04",10,6,"11/21/16",4302.96,8,4879.603285,"","mar",0.106666666666667,0.0166666666666667,0.03,0.323333333333333,0.233333333333333,0.22,0,0,2,300,0.263,40715871.9509615,"low",2.5,-0.0292867576411979
"gn","stre","2016-03-15",7.03080082135524,2016,3,"2022-03-05 14:49:00",554,2531.80258,293.562038774234,"F",0.72,26,"mar","sput","2009-03-04",3.06091718,"2016-03-15",7.123,3.9,3,40,"2018-01-16",NA,1.03033145716073,9,"2016-11-04",10,6,"11/21/16",2457.27,8,2322.142348,"","mar",0.00666666666666667,0.0366666666666667,0.0866666666666667,0.52,0.1,0.2,0,0,0,300,0.684,40715871.9509615,"low",2.5,0.0656681530069382
"tws","bike","2016-03-16",6.97056810403833,2016,3,"2022-03-05 11:04:00",555,1587.838399,212.969512195122,"M",0.32,16,"mar","bif","2009-03-26",2.264202601,"2016-03-15",3.18,7.6,16,40,"2018-05-14",NA,1.67428861788618,9,"2016-11-04",5,8,"11/23/16",948.366,12,2016.482483,"","mar",0.0733333333333333,0.0366666666666667,0.02,0.513333333333333,0.156666666666667,0.14,0.0166666666666667,2,0,300,0.261,108977575.177778,"med",2.5,-0.087651600908603
"tws","tesl","2016-03-16",3.03353867214237,2016,3,"2022-03-05 08:25:00",556,6076.406386,226.542411924119,"F",0.66,24,"mar","twin","2013-03-03",1.49486653,"2016-03-15",5.074,0.6,16,40,"2018-05-14",NA,1.11619241192412,9,"2016-11-04",10,6,"11/21/16",5443.87,8,5612.18872,"","mar",0.0566666666666667,0.0366666666666667,0.0566666666666667,0.376666666666667,0.173333333333333,0.183333333333333,0.0433333333333333,2,1,300,1,108977575.177778,"med",2.5,0.055674539545462
"tws","brog","2016-03-16",7.15947980835044,2016,3,"2022-03-05 11:10:00",557,5727.518123,613.99512195122,"F",0.52,24,"mar","bow","2009-01-16",2.516084873,"2016-03-15",13.752,3.1,16,40,"2018-05-14",NA,1.11619241192412,9,"2016-11-04",10,6,"11/21/16",5131.3,8,6714.172874,"","mar",0.0233333333333333,0.03,0.103333333333333,0.483333333333333,0.126666666666667,0.143333333333333,0,0,1,300,0.826,108977575.177778,"med",2.5,-0.084325460454538
"tws","burn","2016-03-16",7.04175222450376,2016,3,"2022-03-05 08:50:00",558,48731.07176,649.397310819262,"F",0.66,26,"mar","blaz","2009-02-28",2.247775496,"2016-03-15",15.757,2.1,16,40,"2018-05-14",NA,1.03033145716073,10,"2016-11-04",10,6,"11/21/16",47296.5,8,48758.85791,"","mar",0.0166666666666667,0,0.0433333333333333,0.423333333333333,0.213333333333333,0.21,0,0,6,300,0.13,108977575.177778,"med",2.5,0.00566815300693826
"tws","sevi","2016-03-16",2.93497604380561,2016,3,"2022-03-05 10:05:00",559,21226.34408,812.307433217189,"F",0.58,28,"mar","sava","2013-04-08",1.735797399,"2016-03-15",21.226,5.7,16,40,"2018-05-14",NA,0.956736353077816,10,"2016-11-04",10,6,"11/21/16",22186.2,8,26026.95652,"","mar",0.00668896321070234,0.0234113712374582,0.0100334448160535,0.331103678929766,0.301003344481605,0.190635451505017,0,0,2,299,0.87,108977575.177778,"med",2.5,-0.124673402192402
"tws","dame","2016-03-16",4.18617385352498,2016,3,"2022-03-05 10:21:00",560,15965.4339,1108.3965358784,"F",0.56,23,"mar","dixi","2012-01-07",1.869952088,"2016-03-15",23.791,2.1,16,40,"2018-05-14",NA,1.16472251679039,10,"2016-11-04",10,6,"11/21/16",13707.5,8,16654.7717,"","mar",0.0133333333333333,0,0.04,0.536666666666667,0.15,0.19,0,1,2,300,0.957,108977575.177778,"med",2.5,-0.0194479554330821
